song_name,kpop_artist_name,song_id,artist_id,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
Red Queen (feat. Zion.T),IU,1dlKwoKIZkDPqFZJfR4PeV,3HqSLMAZ3g3d5poNaI7GOU, Zion.T,5HenzRvMtSrgtvU16XAoby,,,,,,,,,,,,,,,,,,,,,,,,
Summer Love,IU,257lmN21fBE1NeNwKekXSZ,3HqSLMAZ3g3d5poNaI7GOU,Ulala Session,2EFJSNZzGSfLXMfAaxbK2A, IU,3HqSLMAZ3g3d5poNaI7GOU,,,,,,,,,,,,,,,,,,,,,,
Meaning of you,IU,3ucfniv4fLB3RPA6N9iLM2,3HqSLMAZ3g3d5poNaI7GOU, Kim Chang-Wan,2yMDYqTvjFeBZcGC4ZMMVH,,,,,,,,,,,,,,,,,,,,,,,,
Boom Ladi Dadi,IU,2UKCQXpbDH7Ch3M6Euklfm,3HqSLMAZ3g3d5poNaI7GOU, Clon,3IvJqVgapy3AMUBmVGrvag,,,,,,,,,,,,,,,,,,,,,,,,
"Not Spring, Love, or Cherry Blossoms",IU,1IdM9JrXYuMYiTdM983oH4,3HqSLMAZ3g3d5poNaI7GOU,HIGH4,3cpG0SJLIJ1qpQfjmlWlzo, IU,3HqSLMAZ3g3d5poNaI7GOU,,,,,,,,,,,,,,,,,,,,,,
Sea Of Moonlight,IU,5aEptz8nTDrsWvexHdQ8Eq,3HqSLMAZ3g3d5poNaI7GOU, FIESTAR,3IVjXrnR0npv1LY24kQSzd,,,,,,,,,,,,,,,,,,,,,,,,
You & I - Japanese Version / FPM Technorchestra Mix,IU,1RNCdQ5bqBVVlPFNggQ5ht,3HqSLMAZ3g3d5poNaI7GOU, ＦＰＭ,0TGGLJ8adXSsX0v9bNCEAa,,,,,,,,,,,,,,,,,,,,,,,,
Only I didn't know (With Pianist Kim Kwang Min),IU,6ARIHz54w9Y96aAX3fHjHz,3HqSLMAZ3g3d5poNaI7GOU, Pianist Kim Kwang Min,2iwYWSmPQBvAvoHtRCRT1Z,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas ahead (feat.Chundung),IU,6I9Y6PHTWv72fgQV3tIHt0,3HqSLMAZ3g3d5poNaI7GOU, Chundung,52KEoFZCGGap8hZHtOgENt,,,,,,,,,,,,,,,,,,,,,,,,
first love,IU,1FRvRsa1hNH9ykwnmINJIr,3HqSLMAZ3g3d5poNaI7GOU, Na Yun Gwon,0UCjY4RwfRkBzabQbwykhT,,,,,,,,,,,,,,,,,,,,,,,,
Well… (feat. Mario),IU,18OSnrh955h4nljjY0qS5G,3HqSLMAZ3g3d5poNaI7GOU, MARIO,1wLXYnlqlJNSFfNlsqEsbC,,,,,,,,,,,,,,,,,,,,,,,,
"A Little Space (feat. YUNHO, SAN, JONGHO of ATEEZ)",ATEEZ,624r3MZSDeOFP2Ciizhxja,68KmkJeZGfwe1OUaivBa2L,Pentatonix,26AHtbjWKiwYzsoGoUZq53, ATEEZ,68KmkJeZGfwe1OUaivBa2L,,,,,,,,,,,,,,,,,,,,,,
Be My Lover,ATEEZ,3g4dzZWuPHGZs4xOXfDQik,68KmkJeZGfwe1OUaivBa2L,Kim Jong Kook,60YNqzrSj7rJkuqHkpHPqG, ATEEZ,68KmkJeZGfwe1OUaivBa2L,,,,,,,,,,,,,,,,,,,,,,
WONDERLAND - SEAN OH's Skrt Mix,ATEEZ,74R92FEHV8CNMLJapNelbM,68KmkJeZGfwe1OUaivBa2L, SEAN OH,7lCMxLzay3subrSfwEcZxc,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise - Atmospheric Mix by SPACECOWBOY,ATEEZ,5Him4EuQu3x2yKG7ZVv4hl,68KmkJeZGfwe1OUaivBa2L, SPACECOWBOY,58Y3mQTF2ToepXQaS0RCIV,,,,,,,,,,,,,,,,,,,,,,,,
Star 1117 - BUDDY'S Melodic Mix,ATEEZ,2q43AKtvPAlk4ISyvuNBgg,68KmkJeZGfwe1OUaivBa2L, Buddy,74zjHeFm4yooE7SuemoFan,,,,,,,,,,,,,,,,,,,,,,,,
2 Baddies - No Identity Remix,NCT 127,26sBg0oClOFbeFifAHRCD7,7f4ignuCJhLXfZ9giKT7rH, No Identity,2ladxDWywuVgNTdsivk5vI,,,,,,,,,,,,,,,,,,,,,,,,
2 Baddies - Viann Remix,NCT 127,5IEn4dvv7QLfOiXAQyTorC,7f4ignuCJhLXfZ9giKT7rH, Viann,7yRs5f61v5AwXwVlUQ7bNE,,,,,,,,,,,,,,,,,,,,,,,,
2 Baddies - Biicla Remix,NCT 127,7gjG59cMvwEGdGRSmDvTuq,7f4ignuCJhLXfZ9giKT7rH, Biicla,72heZIc2iMXdpDwsTjTcCQ,,,,,,,,,,,,,,,,,,,,,,,,
Sticker - Will Not Fear Remix,NCT 127,1X4hW7NBxflvlNPlJnN6vQ,7f4ignuCJhLXfZ9giKT7rH, Will Not Fear,3zQf6Ogadb67LzdBTHaZ0N,,,,,,,,,,,,,,,,,,,,,,,,
Sticker - Lodge Boy Remix,NCT 127,1AYfUDiIphrlkw8rCKXW9T,7f4ignuCJhLXfZ9giKT7rH, Lodge Boy,4QwmzSTkQf1bayzLcPllow,,,,,,,,,,,,,,,,,,,,,,,,
Kick It - Valentino Khan Remix,NCT 127,7sJICRUS1spg6HO7v59vZo,7f4ignuCJhLXfZ9giKT7rH, Valentino Khan,0deIjoDjl9g9Zpw0sCIOHh,,,,,,,,,,,,,,,,,,,,,,,,
Kick It - MINIMONSTER Remix,NCT 127,11hwQ1r64YgjOtyhsgqITx,7f4ignuCJhLXfZ9giKT7rH, MINIMONSTER,3bN6HZ9ACZ6nqQheU5rp68,,,,,,,,,,,,,,,,,,,,,,,,
Kick It - Hitchhiker Remix,NCT 127,1byqSrJw0DWBX6QVB7zyGo,7f4ignuCJhLXfZ9giKT7rH, Hitchhiker,5ePDPFrSdmaieYrKrPDJPx,,,,,,,,,,,,,,,,,,,,,,,,
So Am I (feat. NCT 127),NCT 127,6hIP8wBnZ74qA0xOXhXt3v,7f4ignuCJhLXfZ9giKT7rH,Ava Max,4npEfmQ6YuiwW1GpUmaq3F, NCT 127,7f4ignuCJhLXfZ9giKT7rH,,,,,,,,,,,,,,,,,,,,,,
Let's Shut Up & Dance,NCT 127,05fVrhFBjfElZiDfHDRxhF,7f4ignuCJhLXfZ9giKT7rH,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y, LAY,4o7tWrzQOqarDtTMWD2HV9, NCT 127,7f4ignuCJhLXfZ9giKT7rH,,,,,,,,,,,,,,,,,,,,
Let’s SHUT UP & DANCE,NCT 127,2SHsNfrHj4iDOVJuDwclPd,7f4ignuCJhLXfZ9giKT7rH,LAY,4o7tWrzQOqarDtTMWD2HV9, NCT 127,7f4ignuCJhLXfZ9giKT7rH, Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,,,,,,,,,,,,,,,,,,,,
It's Definitely You,V,2LowwiemmGMzzNSH1PJprK,3JsHnjpbhX4SnySpvpa9DK, JIN,5vV3bFXnN6D6N3Nj4xRvaV,,,,,,,,,,,,,,,,,,,,,,,,
INVU - ZHU Remix,TAEYEON,483n1AQ8X3rT3ILd2tp9Y7,3qNVuliS40BLgXGxhdBdqu, ZHU,28j8lBWDdDSHSSt5oPlsX2,,,,,,,,,,,,,,,,,,,,,,,,
INVU - Moon Kyoo Remix,TAEYEON,0T6VXBiZWKQgxmVFZL8x37,3qNVuliS40BLgXGxhdBdqu, Moon Kyoo,1AhVoVOXXDOP5pkhUvoSjH,,,,,,,,,,,,,,,,,,,,,,,,
INVU - GINJO Remix,TAEYEON,06BJz7zKXR60rv2EM6JpSH,3qNVuliS40BLgXGxhdBdqu, GINJO,75vTLAnhUDaUwzjPCKvaJM,,,,,,,,,,,,,,,,,,,,,,,,
My Love (Duet Ver.),TAEYEON,0K0HXYXl26keaIiVH8dPI1,3qNVuliS40BLgXGxhdBdqu,Lee Seung Chul,5Ecf8RR2UWFAvyeItabffF, TAEYEON,3qNVuliS40BLgXGxhdBdqu,,,,,,,,,,,,,,,,,,,,,,
#GirlsSpkOut,TAEYEON,1CNhg5ujtKPPEbpHtN5LVf,3qNVuliS40BLgXGxhdBdqu, CHANMINA,2vjeuQwzSP5ErC1S41gONX,,,,,,,,,,,,,,,,,,,,,,,,
Page 0,TAEYEON,10X2ihhKwPyKzo89h4965O,3qNVuliS40BLgXGxhdBdqu, MeloMance,6k4r73Wq8nhkCDoUsECL1e,,,,,,,,,,,,,,,,,,,,,,,,
All Night Long,TAEYEON,2FG7k4aaCUjXX6NpCkCpgC,3qNVuliS40BLgXGxhdBdqu, LUCAS,6S3tOdgtc5qz16hwmMjEBN,,,,,,,,,,,,,,,,,,,,,,,,
I,TAEYEON,5ZkITfPpcNPnyYGTibkO6m,3qNVuliS40BLgXGxhdBdqu, Verbal Jint,24sQuJhQ85ZygDG7sUVUxR,,,,,,,,,,,,,,,,,,,,,,,,
Like A Star,TAEYEON,4MF42iCPCQufWDdf9J2Atf,3qNVuliS40BLgXGxhdBdqu, The One,3eAsBHDYXtCSn67Zynq3Qd,,,,,,,,,,,,,,,,,,,,,,,,
Hangover,PSY,4ngypPwfcqpHBxQjJIOgvr,2dd5mrQZvg6SmahdgVKDzh, Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,,,,,,,,,,,,,,,,,,,,,,,,
Gangnam Style (강남스타일) - Diplo Remix (Explicit Version),PSY,2DTGiVlsMRLRsSexzGtXVz,2dd5mrQZvg6SmahdgVKDzh, 2 Chainz,17lzZA2AlOHwCwFALHttmp, Tyga,5LHRHt1k9lMyONurDHEdrp, Diplo,5fMUXHkw8R8eOP2RNVYEZX,,,,,,,,,,,,,,,,,,,,
Gangnam Style (강남스타일) - Afrojack Remix,PSY,7nb1X32kkXWkkilN4eS5So,2dd5mrQZvg6SmahdgVKDzh, AFROJACK,4D75GcNG95ebPtNvoNVXhz,,,,,,,,,,,,,,,,,,,,,,,,
Blue Frog (Feat. G-DRAGON),PSY,05mUYNwDJBeUdWv94njtDN,2dd5mrQZvg6SmahdgVKDzh, G-DRAGON,30b9WulBM8sFuBo17nNq9c,,,,,,,,,,,,,,,,,,,,,,,,
Passionate Goodbye (Feat. Sung Si Kyung),PSY,6tesMK7YkPOig4yPffZNEP,2dd5mrQZvg6SmahdgVKDzh, Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,,,,,,,,,,,,,,,,,,,,,,,,
Year of 77 (Feat. Leessang & Kim Jinpyo),PSY,6qxg0oUIoVV4cL5sxvE1kY,2dd5mrQZvg6SmahdgVKDzh, Leessang,0JGN9XIqm3vfg7hhPHjExI, Kim Jin Pyo,57YbQhFBBDksLzX08lqVnw,,,,,,,,,,,,,,,,,,,,,,
What Would Have Been? (Feat. Lena Park),PSY,5Kbpcd3hOqu4ZRAJNAjIcg,2dd5mrQZvg6SmahdgVKDzh, Lena Park,7MNyflLAWpaH0EPw1fdORD,,,,,,,,,,,,,,,,,,,,,,,,
Never Say Goodbye (Feat. Yoon Do Hyun),PSY,0LBkGgFmXNJepZzOzjGFfY,2dd5mrQZvg6SmahdgVKDzh, Yoon Do Hyun,6KsmQPHXE3qhzNNBPSZ0eB,,,,,,,,,,,,,,,,,,,,,,,,
Gangnam Style / 2 Legit 2 Quit Mashup,PSY,7ylh1DJ8vzOaL7H48HNs9r,2dd5mrQZvg6SmahdgVKDzh, MC Hammer,2rblp9fJo16ZPTcKDtlmKW,,,,,,,,,,,,,,,,,,,,,,,,
Oh My Friend - KR Ver.,BIGBANG,6xvthHLmHtlh4DK9uZcAl1,4Kxlr1PRlDKEB0ekOCyHgX, No Brain,6keuCA49b9am8lisSodCh7,,,,,,,,,,,,,,,,,,,,,,,,
Oh Yeah,BIGBANG,2rPldM3LvVScZkI7drfLuI,4Kxlr1PRlDKEB0ekOCyHgX,GD&TOP,3e3oLJehq4vQl2H0FAJnvn, Park Bom,3uHb6dRazmcaT15bMexUtt,,,,,,,,,,,,,,,,,,,,,,
I Need a Girl,BIGBANG,334sBXJEz428B63ANg52sq,4Kxlr1PRlDKEB0ekOCyHgX,TAEYANG,6udveWUgX4vu75FF0DTrXV, G-DRAGON,30b9WulBM8sFuBo17nNq9c,,,,,,,,,,,,,,,,,,,,,,
Forever With U (Feat. Park Bom),BIGBANG,7czVcA9IUsAy61QdQaX2Tw,4Kxlr1PRlDKEB0ekOCyHgX, Park Bom,3uHb6dRazmcaT15bMexUtt,,,,,,,,,,,,,,,,,,,,,,,,
SWING,MONSTA X,5WfMg2QraqveYpt5pNJD6z,4TnGh5PKbSjpYqpIdlW5nz,Play-N-Skillz,7MP4jhYmFEgb0AtiOkw55s, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz, Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK, Bun B,45a6gCQWq61lIUDmr1tKuO, Symba,06S3fr7xEES7e3QPXhu3ay,,,,,,,,,,,,,,,,
Late Night Feels - Öwnboss Remix,MONSTA X,0B9tCJ7LafSnuhUAbVNkLY,4TnGh5PKbSjpYqpIdlW5nz,Sam Feldt,20gsENnposVs2I4rQ5kvrf, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz, Öwnboss,37czgDRfGMvgRiUKHvnnhj,,,,,,,,,,,,,,,,,,,,
Late Night Feels,MONSTA X,0HNjGIMp7k2qwzTbkWiMAX,4TnGh5PKbSjpYqpIdlW5nz,Sam Feldt,20gsENnposVs2I4rQ5kvrf, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,,,,,,,,,,,,,,,,,,,,,,
Late Night Feels - Jonasu Remix,MONSTA X,5sguRsj0II1m2coDY1CkZa,4TnGh5PKbSjpYqpIdlW5nz,Sam Feldt,20gsENnposVs2I4rQ5kvrf, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz, Jonasu,7u4ayw4QFEsolPxZgnPAMT,,,,,,,,,,,,,,,,,,,,
Burning Up (feat. R3HAB),MONSTA X,5fw5CY7DwCTw4Jef87yUNv,4TnGh5PKbSjpYqpIdlW5nz, R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,,,,,,,,,,,,,,,,,,,,,,,,
Magnetic,MONSTA X,4ZtiN13yPgoDtQB8TkIrv1,4TnGh5PKbSjpYqpIdlW5nz, Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,,,,,,,,,,,,,,,,,,,,,,,,
WHO DO U LOVE? (feat. French Montana) - will.i.am Remix,MONSTA X,4ydSZTERPqXKkJR007vlLa,4TnGh5PKbSjpYqpIdlW5nz, French Montana,6vXTefBL93Dj5IqAWq6OTv,,,,,,,,,,,,,,,,,,,,,,,,
Play It Cool - DVBBS Remix,MONSTA X,1TrBUx7AIX39FBdlS3y17R,4TnGh5PKbSjpYqpIdlW5nz,Steve Aoki,77AiFEVeAVj2ORpC85QVJs, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz, DVBBS,5X4LWwbUFNzPkEas04uU82,,,,,,,,,,,,,,,,,,,,
Play It Cool - Quintino Remix,MONSTA X,7dYRJd3SV1cCPwsONYn9cN,4TnGh5PKbSjpYqpIdlW5nz,Steve Aoki,77AiFEVeAVj2ORpC85QVJs, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz, Quintino,1V3VTM7VspiQjcmRhC010n,,,,,,,,,,,,,,,,,,,,
Play It Cool,MONSTA X,1qlCjzyib3wt99XKcTeQkF,4TnGh5PKbSjpYqpIdlW5nz,Steve Aoki,77AiFEVeAVj2ORpC85QVJs, MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,,,,,,,,,,,,,,,,,,,,,,
Ex Girl (feat.Whee In Of MAMAMOO),MONSTA X,0Xtpw0a7DXTmMFNyi6tscW,4TnGh5PKbSjpYqpIdlW5nz, Whee In,0BqRGrwqndrtNkojXiqIzL,,,,,,,,,,,,,,,,,,,,,,,,
"Interstellar (feat.Yella Diamond) (Performed by JooHeon, HyungWon, I.M)",MONSTA X,5R0OmDffrTkYlrMDKiqJs2,4TnGh5PKbSjpYqpIdlW5nz, Yella Diamond) (Performed by JooHeon,5KnPgqPc7aCvEfXrCs4QjV,,,,,,,,,,,,,,,,,,,,,,,,
WA DA DA (Japanese version)~IMLAY Remix~,Kep1er,7wmuYWCi5cwowIWaqMALUu,5R7AMwDeroq6Ls0COQYpS4, IMLAY,4b7ZEkk5uXPlwX2IPuV7Q2,,,,,,,,,,,,,,,,,,,,,,,,
Don`t Go - Queendom2 Version,Kep1er,70HOn7S07x4fvvrt8lKRbT,5R7AMwDeroq6Ls0COQYpS4,LOONA,52zMTJCKluDlFwMQWmccY7, Kep1er,5R7AMwDeroq6Ls0COQYpS4,,,,,,,,,,,,,,,,,,,,,,
"See Saw (Chuu, Go Won)",LOONA,1tLmp8dEhaHvU0jm2aG6sS,52zMTJCKluDlFwMQWmccY7, Kim Lip,1fsR8q6ObgP7rLBYdZZD7i,,,,,,,,,,,,,,,,,,,,,,,,
Everyday I Love You,LOONA,5HGeTj4lVdLGed5c358q1f,52zMTJCKluDlFwMQWmccY7, HaSeul,5clV5I50OxxG9JGGxeW0C9,,,,,,,,,,,,,,,,,,,,,,,,
Everyday I Need You,LOONA,089ima1riL9o88kUlCgFCp,52zMTJCKluDlFwMQWmccY7, JinSoul,1rAZr0bwMTcobwrOFHhfJr,,,,,,,,,,,,,,,,,,,,,,,,
Shivers (feat. Jessi & SUNMI),Jessi,1A3T3npKsrElQTjTEcr3LR,64k5e9kV9MdukXjFrR5R37,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V, Jessi,64k5e9kV9MdukXjFrR5R37, SUNMI,6MoXcK2GyGg7FIyxPU5yW6,,,,,,,,,,,,,,,,,,,,
Put it on ya,Jessi,6YaaEKQAKDphpQCiiPP6yO,64k5e9kV9MdukXjFrR5R37, BM,5lZV4z4dpX6IfTYlfUMvOE, nafla (나플라),7ckGYpVRexH6vHHrBuKJs0,,,,,,,,,,,,,,,,,,,,,,
Drip,Jessi,10ChvtKWrwqkxjWCVqKF39,64k5e9kV9MdukXjFrR5R37, 朴宰範,2VrDFxXbEHomf7A8Q87uRA,,,,,,,,,,,,,,,,,,,,,,,,
"Put it on ya (Feat. BM of KARD, nafla)",Jessi,61pIVBFhsQROJcQqzyZfXR,64k5e9kV9MdukXjFrR5R37, BM,5lZV4z4dpX6IfTYlfUMvOE, nafla,3Zn6C68VCosoQrxu4D2Btr,,,,,,,,,,,,,,,,,,,,,,
Drip (Feat. Jay Park),Jessi,2zCXNCWa1RMIHfv0435jhT,64k5e9kV9MdukXjFrR5R37, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,,,
성냥 한 개비,Jessi,21WUEDKtuY1XqEENDnudUU,64k5e9kV9MdukXjFrR5R37, ILLSON,1o3mKG33qvuXI2s3HXTkYd,,,,,,,,,,,,,,,,,,,,,,,,
가시,Jessi,14BNsRFI4v3MQpFd0Lqsoc,64k5e9kV9MdukXjFrR5R37, ILLSON,1o3mKG33qvuXI2s3HXTkYd, Microdot,1ToWoFmtIc9NTPFy7lR690,,,,,,,,,,,,,,,,,,,,,,
Boing,Jessi,72NYQCnJ1buzUXsNJkz4Ba,64k5e9kV9MdukXjFrR5R37, CHANGMO,3hvinNZRzTLoREmqFiKr1b,,,,,,,,,,,,,,,,,,,,,,,,
BeBopaLula ♡ Jessi,Jessi,2OI51wUw5hB6Wz7uEx60z8,64k5e9kV9MdukXjFrR5R37, TAE JIN A,7Hm7HaPth1NwFOU9BJXbhG,,,,,,,,,,,,,,,,,,,,,,,,
너는 왜,Jessi,2e2SYTQ9zCnzOlXD8j6AfL,64k5e9kV9MdukXjFrR5R37, Hanhae,1CjHzclPOS2unF1vRtgurF, DJ Juice,0bJKaJ5AdUz5nDFDRGfKPJ,,,,,,,,,,,,,,,,,,,,,,
Kwaejina Ching Ching Nane,Jessi,5LOJ2hJ8lrhNsvqrxKQCZ9,64k5e9kV9MdukXjFrR5R37, Kim Young-Im,2fhbmyZNyWccDt37X5asgX, Crispi Crunch,10ec6gfQc8j9tzB8yq7MGF,,,,,,,,,,,,,,,,,,,,,,
Rock With You - Spotify Singles,Jay Park,1hncbzqfhChm8PS0UeoVY6,4XDi67ZENZcbfKnvMnTYsI, KATIE,2nDC4PH8XE1gHeeAxVLXRO, WOOGIE,7C0lSOS41UnTbnF7bMSEWN,,,,,,,,,,,,,,,,,,,,,,
Stay Down,Jay Park,1avJ6Pip6R7XPYbgbx6VA5,4XDi67ZENZcbfKnvMnTYsI,Lewie,7tvCXmeh7MlNtmfKMN2H8Q, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Love Is Ugly (Feat. Hwa Sa),Jay Park,3MUmPh3UxWs9p25e6B3M7N,4XDi67ZENZcbfKnvMnTYsI, Hwa Sa,7bmYpVgQub656uNTu6qGNQ,,,,,,,,,,,,,,,,,,,,,,,,
"WE REMIX (Feat. Paloalto, Nucksal, CRUCiAL STAR, Khundi Panda, SUPERBEE, Juvie Train, KAMBO, FANA, QM)",Jay Park,4WH7S3vy5HYy0Pif8XAu0C,4XDi67ZENZcbfKnvMnTYsI, Slom,0UswO8FFKS2tv6dzyNyJLD, Paloalto,2Yv0nlRtzgPl6u0dsS2hFv, Nucksal,6v5cGuRCZKq08nLI4WXJuB, CRUCiAL STAR,4vdAgNz4vrUZVvS0CaVvGJ, Khundi Panda,32wJE7JooXm59HxYhy7caU, SUPERBEE,0Q5XzDpn7DCI5jlubok4xb, Juvie Train,2CEVA02kVlfCD2ASpvadw4, KAMBO,2LE4iuwlb4vZMWKTw68g4i, Fana,4mUsQKPUlPpTe2C1MPW1QT, QM,0wMU0ruU41VLCAdBaWBo1j,,,,,,
"BLUE CHECK REMIX (Feat. Blase, 365LIT, JUPITER, KHAN, XINSAYNE, Roh Yun Ha, sokodomo, KOALA, Jambino, Lee Young Ji, Chillin Homie, NSW yoon)",Jay Park,2mqnyDbLObaEBnvGv5Ok5Z,4XDi67ZENZcbfKnvMnTYsI, Slom,0UswO8FFKS2tv6dzyNyJLD, Blase,6XsOOgLCtnkkOv2uhZXuB0, 365LIT,65LSFEqRhq074aUBF1zF2e, JUPITER,09KeT4dkVIveN5OpVOCPeU, KHAN,13jYpBHek9LD68d1ZwWmu5, XINSAYNE,4yY3FsmWRwMIFXRDkMpnBS, Roh Yun Ha,4F0KZ0SXe4z5xrgX6TXAPy, sokodomo,23LskvW8ErKu8v1teU7xFZ, 코알라 KOALA,57FiLkWeGzNVMLggMZLYiZ, JAMBINO,1lcuNfp7bo4LCAHWrjAR9K, Lee Young Ji,0Y2AcMPMpeuPXtPQGVvRBq, Chillin Homie,5f48MQLr5eOXHcR4lFE1BM, NSW yoon,6xlIFpRmRNDoVuFUqzuMFE
"LIKE WATER REMIX (Feat. Jambino, XINSAYNE, toigo, J'Kyun)",Jay Park,39L8LOL4kFsmvbHNvFd8EB,4XDi67ZENZcbfKnvMnTYsI, Slom,0UswO8FFKS2tv6dzyNyJLD, JAMBINO,1lcuNfp7bo4LCAHWrjAR9K, XINSAYNE,4yY3FsmWRwMIFXRDkMpnBS, toigo,5tTstLTFQFGb2dBb6h9zeG, J'Kyun,0WIKW2eVuPbK5vQ0AIDtMQ,,,,,,,,,,,,,,,,
Slide - Remix,Jay Park,2UqsF7vP3sxJYaiLrg6s14,4XDi67ZENZcbfKnvMnTYsI,Maliibu Miitch,5J1JcdYCPj44YKz6kVA5wx, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
想到你,Jay Park,3zcVBUTaLm9SWsmJ02ZtJk,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W, 李大奔,5sF2WUeEL2qiV03Vym3727,,,,,,,,,,,,,,,,,,,,,,
Thoughts Of You (Feat. pH-1 & BENZO),Jay Park,3NVsaXCV8RR8VGZzZlXuVX,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W, 李大奔,5sF2WUeEL2qiV03Vym3727,,,,,,,,,,,,,,,,,,,,,,
SHOWDOWN (Feat. lIlBOI),Jay Park,3lH41KJxd4mFvTNzndIrNU,4XDi67ZENZcbfKnvMnTYsI, Spray,08yoNApAYvtzOK5P3qZKw8, lIlBOI,25wMXkplvEHJpJHX8A6Ved,,,,,,,,,,,,,,,,,,,,,,
GANADARA (Feat. IU),Jay Park,5quFr5s5PXYfUX5jV2EBZ1,4XDi67ZENZcbfKnvMnTYsI, IU,3HqSLMAZ3g3d5poNaI7GOU,,,,,,,,,,,,,,,,,,,,,,,,
Break Your Heart,Jay Park,4enjLcfskFHD0MGz7MbnqL,4XDi67ZENZcbfKnvMnTYsI, Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,,,,,,,,,,,,,,,,,,,,,,,,
ALL IN (Prod. GroovyRoom),Jay Park,586VUZmfGAEjeHkIPHwy3p,4XDi67ZENZcbfKnvMnTYsI, pH-1,2u7CP5T30c8ctenzXgEV1W, GroovyRoom,29HqjVbJr3vsc2l6BTI4eB,,,,,,,,,,,,,,,,,,,,,,
Us2,Jay Park,0SrTNFuQQcEz3RkBoxX0a0,4XDi67ZENZcbfKnvMnTYsI,YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Trip,Jay Park,2W4YKFHDaMdQkpXzDjbTER,4XDi67ZENZcbfKnvMnTYsI,GEMINI,67IWlRdLy3UcfY3q968euj, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Fake (Prod. GroovyRoom),Jay Park,2knuCtWKiQB6tJaXzzNdVO,4XDi67ZENZcbfKnvMnTYsI,GEMINI,67IWlRdLy3UcfY3q968euj, Paul Blanco,2fiGm496AG7ePURQiSSJIw,,,,,,,,,,,,,,,,,,,,,,
uRight (feat. Jay Park),Jay Park,3V0nbJHM1MqwOA71N9p2kM,4XDi67ZENZcbfKnvMnTYsI,ShiGGa Shay,3vYlOrtxEjNzvUPhacOdoV, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Batmobile,Jay Park,1Z1mov4NMEqa240rF9yr1s,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Deep Sea DRIP,Jay Park,1EayMTMyCtRRwZN1KAUPmW,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Wegun Is My DJ,Jay Park,51UySSlGzD8HLk99x60pdq,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
Nomad,Jay Park,1ePCvZmnZKBLaDrYf8r4kQ,4XDi67ZENZcbfKnvMnTYsI,DJ Wegun,7p552gLGzaDKXB5sETgTEP, Jay Park,4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
