name,id,top_kpop,genre,followers
 Matisse & Sadko,2QMCcKIPHnjQaPPgoEst88,0,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm', 'sky room']",133078
 Young Ji,2QbyHFJW5QoKsUYx96SiEy,0,[],40
Stormzy,2SrSdSvpminqmStGELCSNd,0,"['grime', 'uk hip hop']",2755703
Sohyang,2TCV57G47ttyy1JsVyucXg,0,"['korean ost', 'korean pop']",58608
 Bigtone,2UewyNNIcmy697ZLp6us78,0,[],6
 SEUNGYEON,2Uv2OMwSDN0lfqnpqBx1UD,0,[],192
 AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,0,"['electropop', 'house', 'tropical house', 'uk dance']",433918
 朴宰範,2VrDFxXbEHomf7A8Q87uRA,0,[],18
 HANHE,2WOhTblwhbLSjWTVn94rQf,0,[],36
 TAEIL,2Xd4Jvq6x4z1K1Z4dKpWcI,0,[],5473
Second Aunt KimDaVi,2XrCYhwuq6x15QFddD1gQv,0,['trot'],2501
 Stella Jang,2Y9AUayH5pyZpVfkDYDfJV,0,['korean city pop'],192426
 JAMIE,2YXlVLKq3X3soXd2aXUtIT,0,['k-pop'],684509
 Paloalto,2Yv0nlRtzgPl6u0dsS2hFv,0,['k-rap'],44738
 C JAMM,2ZT3bnHPOdErwCLdP5aHqR,0,['k-rap'],52138
Mighty Mouth,2akjyFVLS8J29MeknQggyK,1,[],2
 RM,2auC28zjQyVTsiZKNgPRGs,1,['k-rap'],13576102
 SG Wannabe,2c3IakpImjWyeXNvyyGsdn,0,"['korean ost', 'korean pop']",180908
 Lee Sangwon,2cDX5eSW1ia5fwMbqplMbT,0,[],0
 KCM,2cijK40RWU3ouFUnwW8v3K,0,['korean pop'],35601
 Sion,2dEBKqLtvdFTnPcwpWEw0r,0,[],45921
Stray Kids,2dIgFjalVxs4ThymZ67YCE,1,"['k-pop', 'k-pop boy group', 'pop']",11204838
PSY,2dd5mrQZvg6SmahdgVKDzh,1,"['k-rap', 'korean old school hip hop']",1628600
 Loco,2e4G04F77jxVuDYo44TCSm,1,"['k-pop', 'k-rap', 'korean r&b']",379142
 Eb,2eUiUWPlCfSEuRuPTVeRf5,0,[],6
 Lee Moon Sae,2eVlgLy3Aym09gM3dqx6cq,0,"['classic korean pop', 'korean pop']",111140
 Kim Young-Im,2fhbmyZNyWccDt37X5asgX,0,"['joseon pop', 'korean minyo']",336
 Paul Blanco,2fiGm496AG7ePURQiSSJIw,0,[],48038
 Shin Yong Jae,2frFGmni9tkRgXYdXmzQvR,0,"['korean ost', 'korean pop']",58792
 Eunha Lee,2hOvcsM1Zu4d9srPgglhat,0,[],4
SHINee,2hRQKC0gqlZGPrmUKbcchR,1,"['k-pop', 'k-pop boy group']",2964523
BTOB,2hcsKca6hCfFMwwdbFvenJ,1,"['k-pop', 'k-pop boy group']",1472641
 Pianist Kim Kwang Min,2iwYWSmPQBvAvoHtRCRT1Z,0,[],5
 eSNa,2jfAd4z4B5dR7yhhwTOulQ,0,[],4704
 Ara,2jhwupQ3q8a1NbwfFhnszE,0,[],38
 ChaMane,2jyURAEr7r2UfWMpFQDOQd,0,['k-rap'],1379
 Lee Sang Soon,2k5qXj4B0cMlBbLJOVQMUJ,0,['korean singer-songwriter'],9902
 Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,0,['pop'],5708741
 Masta Wu,2khkWoTMvYG7wLHg6iicIz,0,[],0
 Chang Kiha,2kppzekGp379T3M56GYd7d,0,"['k-indie', 'k-rock']",13551
 HAON,2krUNMgFZYm5s4Nn0g91W9,0,['k-rap'],131910
Luigi Boccherini,2l4vGfFV7e46yO8lxfxR76,0,"['classical', 'classical era', 'early music']",102460
 No Identity,2ladxDWywuVgNTdsivk5vI,0,[],66
Kumi Koda,2mGYHril2LuZodRtTX06BC,0,['j-pop'],569284
 KATIE,2nDC4PH8XE1gHeeAxVLXRO,0,['korean r&b'],235038
DPR IAN,2o8gT0fQmFxGNbowbdgeZe,1,['k-rap'],772089
 Yeo-Eun (MelodyDay),2oG0hcbCfRofbtKnuS1fWF,0,[],27
 Taichi Mukai,2oNStf3CKKLM5lnzELWMcH,0,['japanese r&b'],131217
Cao Lu,2onoO0N62qYqnHJjTi0g0k,0,[],251
 MINNIE,2pHkxVNynHBwQHhGaoBIXX,0,[],86594
 george,2pRZp2WxvnWWiSPcSSYkNV,0,['korean city pop'],88924
 Newport Mix,2q4mR2JpYQJWQnr45yiFjy,0,[],2
Lolo Zouaï,2qDIR2WlcW3llkGqJWg9VJ,0,[],210312
 The Quiett,2qI1pO64eYqGUiv1XTw4cy,0,"['k-rap', 'korean r&b', 'korean trap']",107398
 Plastic Kid,2qhiSvpf8YlPqaNGfnzWnA,0,[],80
Steve James,2rYFy6vVM1YiECVIAHaJBY,0,['pop edm'],35174
 MC Hammer,2rblp9fJo16ZPTcKDtlmKW,0,"['hip hop', 'hip house']",577185
 Aizat Amdan,2sS4H2xFvWaxaixeVZC4Vu,0,['malaysian pop'],122134
 Jung Hyun,2t6BljQxB8MLiky7GjkLYd,0,[],8
 pH-1,2u7CP5T30c8ctenzXgEV1W,0,"['k-rap', 'korean r&b']",372581
Apink,2uWcrwgWmZcQc3IPBs3tfU,1,"['k-pop', 'k-pop girl group']",1193361
 Maboos,2uch5GhXkpT561NB95OYBL,0,[],151
 이로울,2vArxtLc9TRXTiwfKNX2RK,0,[],2
 Jeff Bernat,2vVT4qoxWje0gVD2FiWZ4u,0,"['chill r&b', 'popping']",451863
 CHANMINA,2vjeuQwzSP5ErC1S41gONX,0,"['j-rap', 'josei rap']",597932
 Yoon,2vnR3mxGF1X2Q8D5ichEWP,0,[],700
РИНО,2vwVg0iMlMsT2l0EvKGczq,0,[],6
SISTAR,2wTLheTmMcFCA4hdY8hZJP,1,"['k-pop', 'k-pop girl group']",978022
 KSHMR,2wX6xSig4Rig5kZU6ePlWe,0,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'slap house']",1723368
 Donutman,2xH4dYFMVhdOGIhgIWonbc,0,['k-rap'],8632
 nomad,2xPc9Yvp2U0uUYxZdvFLOz,0,[],18
 Chillies,2xvW7dgL1640K8exTcRMS4,0,"['indie viet', 'v-pop']",817810
 Kim Chang-Wan,2yMDYqTvjFeBZcGC4ZMMVH,0,[],245
Jay Loud,2zlYZjumfIxajIKfk41H9A,0,['indiana hip hop'],10422
 G-DRAGON,30b9WulBM8sFuBo17nNq9c,1,"['k-pop', 'k-rap']",2893633
 Ahn Trio,30pbA4VKv3CuflgeJ8Diq0,0,['classical piano trio'],2285
 Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,0,[],179063
 PREP,31SBgHxc8eqZUk9MdveH42,0,[],254055
 Kim Seungmin,31VffPWiL2AAwNIMODB9qZ,0,"['k-rap', 'korean r&b', 'korean trap']",49921
 TAKEWON,31jg46rtB7MyrVPXZATmsa,0,"['k-rap', 'korean underground rap']",6394
 Khundi Panda,32wJE7JooXm59HxYhy7caU,0,['k-rap'],18757
 Ha Ji Won,34BjXjDtgOGJYIdvCxr7LU,0,[],1218
 Moon Sujin,36MQil20hjOpG5f52NQ4du,0,['korean r&b'],65422
 Kim Bo Hyung,374BqLVt4zpEYsa1Em7X7x,0,['korean pop'],11576
 Öwnboss,37czgDRfGMvgRiUKHvnnhj,0,['brazilian edm'],66831
 Hye Rim,37qp8U9zJIHh4UseRqcqX2,0,[],54
 Truedy,38G7epclTfu3wgkiVVLjCV,0,[],5286
Ill Chris,38YDLPHNjiIcGosZ240Han,0,['asian american hip hop'],3478
 Il Hoon Jung,38msH2cFK8ui3GvbWqumqk,0,[],1183
 Aiobahn,3AMFQZ3Tt549kShRG2IBYT,0,['kawaii future bass'],58681
 eill,3AiES4wyTOfJvNgqz9baDn,0,"['anime', 'japanese r&b']",116978
 LEE GI KWANG,3CC7p9QM4VjO62rmcaRP3z,0,['k-pop'],69513
 Kim MinSeok,3CHn74oCO6xiThDGQcDMeA,0,['korean pop'],26303
 이건,3CeAc3273SCbu4WQHeCorc,0,[],9
Wonder Girls,3Cv2vi3WTl8VZOTdrBkKdM,1,"['k-pop', 'k-pop girl group']",718881
Pixie Lott,3EBRANWwnViQuBrImN61Z1,0,"['dance pop', 'post-teen pop', 'talent show']",972097
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,1,"['k-pop', 'korean pop']",247396
 Yankie,3EuteIwWAP4mLq0kvLML99,0,['k-rap'],10344
 Demicat,3Geym1qRlviofLxjf1L0BK,0,['korean electronic'],1055
IU,3HqSLMAZ3g3d5poNaI7GOU,1,"['k-pop', 'pop']",7967603
 Baby Tate,3IJ21966TwNZI24MwZHMu4,0,['trap queen'],330308
 FIESTAR,3IVjXrnR0npv1LY24kQSzd,0,"['k-pop', 'k-pop girl group']",153065
 Suzi,3ImHydeN8Sciy5cLgeDtOR,0,[],306
 Mike Williams,3IpvVrP3VLhruTmnququq7,0,"['big room', 'dutch house', 'edm', 'electro house', 'future house', 'pop dance', 'progressive electro house']",353799
 Yutaka Furukawa,3Iu2yVQq5dCVmmAaAOQ6S1,0,[],4847
 Clon,3IvJqVgapy3AMUBmVGrvag,0,['classic k-pop'],6585
V,3JsHnjpbhX4SnySpvpa9DK,1,"['j-division', 'korean ost']",13096788
 Lee JinE,3JwZljJCipGfpbftNdQaeX,0,[],43
 Remix,3K4oXctZt90sjH2u6zLXYe,0,[],3
 Sandara Park,3LKVw6XQYcot0OZMFmf4IP,0,[],29795
 Kwon Soonil(Urban Zakapa),3LcvhSx1kL5VwaOHhAN1B5,0,[],4
SeeYa,3Mbxr8TL0Sny7dUNicKWm2,0,[],4225
 J-Cera,3MhLDkENRwJOmFU5MSeLjZ,0,['korean pop'],2682
HA:TFELT,3Mrp5B6JdfoiObgY0WR8lF,0,['korean r&b'],110354
 Outlaw,3NPCPm4joO9YgPf8jXPSF3,0,[],0
 Tablo,3NdOtTPPaXrCyC7Lpmzyhv,0,"['k-pop', 'k-rap', 'korean r&b']",227765
BTS,3Nrfpe0tUJi4K4DXYWgMUX,1,"['k-pop', 'k-pop boy group', 'pop']",64752045
HA SUNG WOON,3OBkZ9NG8F0Fn4oNpg0yuU,1,[],239354
TheFatRat,3OKg7YbOIatODzkRIbLJR4,0,['speedrun'],1627153
 Babylon,3P16F9giedxmc5238b66bo,0,"['k-rap', 'korean r&b']",31891
 Hanna,3PD0VSypOTIzOWHW1FmVba,0,[],13
salem ilese,3QJUFtGBGL05vo0kCJZsmT,0,"['alt z', 'modern indie pop']",308932
 Han Suji,3QKm0ZXXUBD9Gc3PUo2mor,0,[],5110
HELLOVENUS,3TW9U1f93tpGBsEtCSf7JG,1,"['k-pop', 'k-pop girl group']",256772
 Lee Jae Hoon,3TiQECvFFvnqd5hs6viUsK,0,[],48
HyunA,3UwlejyX2b458azZ7eCnHb,1,['k-pop'],2194990
 Colde,3VQDqjQ4wJyw8PzpGdlZpB,0,['korean r&b'],392032
 Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,0,"['alt z', 'pop', 'transpop']",917324
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,1,"['k-pop', 'k-pop girl group']",1780644
 nafla,3Zn6C68VCosoQrxu4D2Btr,0,['k-rap'],169887
 The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,0,"['glitch', 'glitch hop', 'indietronica']",549969
 DAWN,3aB96WIPKUzvJmoctWCrjb,0,['korean r&b'],3747
 SOYOU,3b4kLCI0ZJW47TFsNRqgCb,1,['k-pop'],362401
 백찬,3b84FwOBHtfdyimyNJ1i59,0,[],6
 HOYA,3bGzcepRQ7Zu1J6JDDAq1T,0,[],22605
 MINIMONSTER,3bN6HZ9ACZ6nqQheU5rp68,0,[],313
Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU,0,['classic k-pop'],13160
HIGH4,3cpG0SJLIJ1qpQfjmlWlzo,0,['k-pop boy group'],61011
강동우,3cu8lZj0TEzbvT99tlJ9J6,0,[],7
신종욱,3cxWvvIqZGNyWsgmdi0wsf,0,[],7
 HOONY,3d3m8vJE5Vr38UTAMWs66v,0,[],97
 Kirin,3dFiM806dnbA7YUIgOHDBc,0,['korean city pop'],7151
GD&TOP,3e3oLJehq4vQl2H0FAJnvn,1,"['k-pop', 'k-rap']",606471
 The One,3eAsBHDYXtCSn67Zynq3Qd,0,['korean pop'],8148
DEAN,3eCd0TZrBPm2n9cDG6yWfF,1,"['k-pop', 'korean r&b']",1331240
Park Gyu Ri,3eDTXcjpFF1Wxa4e7ZZICA,0,[],142
 ROSÉ,3eVa5w3URK5duf6eyVDbu9,0,['k-pop'],3915869
 Mabel Yuan,3ficuQjD88VCXfTMEGFND8,0,['chinese drama ost'],304
 BrotherSu,3fmAXFX05DFTaTkreemfxB,0,['korean pop'],6148
Lovelyz,3g34PW5oNmDBxMVUTzx2XK,1,"['k-pop', 'k-pop girl group']",437151
 Shannon,3hi7ew4Y6Lr9lWS1E3lDBX,0,['freestyle'],18883
 Princesa Alba,3hvDAraTidCTjQHIc4m8P3,0,['trap chileno'],190278
 CHANGMO,3hvinNZRzTLoREmqFiKr1b,1,"['k-rap', 'korean r&b']",295854
 G.NA,3hzcooxMtbApMTvvn6XKVA,1,['k-pop'],174058
 hyeon seo park,3ikV9ZwFZz1DDiTc6xbMAW,0,[],437
 Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,0,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2344970
 Syd,3jk39CGeaaSO3FPKNx1RUx,0,"['alternative r&b', 'lgbtq+ hip hop']",537169
 Yuna,3kHVioJpVxlazAAKQ64pC1,0,['malaysian pop'],429341
 GRAY,3kPEBSt7qgVoRZSbIXMr7W,0,['k-rap'],282549
 Loopy,3l9s67pOK4Stw9yW1wr0Bg,0,['k-rap'],87488
 헤리티지(Heritage),3lTYYNwaDmW0rrsAz5aG8o,0,[],37
Haha,3lY2yvsj2BSiYSA8PcPGqF,0,[],13787
 Yuto,3lrs0Ve7aYxPovY3SDjVFd,0,[],214
 劉雨昕,3lxD7OESQHk5ESvrad8IGg,0,['chinese singer-songwriter'],16959
 Fox Stevenso,3msitL77yg0GifOf5jvd23,0,[],1
YULTRON,3n2H1XlCyS1WQ0vyVUFEma,0,['speed house'],34860
 박나래,3oBO24qfRYkz2F0IeFg5k4,0,[],12
 Yuk Jidam,3oO2KBxuGdaUP5SikvEWWB,0,[],5459
TEEN TOP,3offPqpKAKmpQkIdWnjzkc,1,"['k-pop', 'k-pop boy group']",388950
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,0,"['k-pop', 'k-pop boy group']",3993953
TAEYEON,3qNVuliS40BLgXGxhdBdqu,1,['k-pop'],2730862
 ANYUJIN (IVE),3schR1HLbYu3RqqPDiDFrE,0,[],1924
B1A4,3sxWOFw4MSN54SIQ8np6iG,1,"['k-pop', 'k-pop boy group']",570953
 Moon Kim,3tMdam5THEApdjXRDH9g5N,0,[],2016
 Sojeong,3tguePgWKGvSKBrRZYs5lP,0,['korean pop'],8437
 MOD SUN,3u2R8st1bb6zfBqNWceRXG,0,"['indie pop rap', 'minnesota hip hop']",276276
 AILEE,3uGFTJ7JMllvhgGpumieHF,1,['k-pop'],1094042
 Park Bom,3uHb6dRazmcaT15bMexUtt,1,['k-pop'],137063
 Mac Kidd,3uezMpoFc84nQ6qU2mliqr,0,"['k-rap', 'korean trap', 'korean underground rap']",1158
ShiGGa Shay,3vYlOrtxEjNzvUPhacOdoV,0,"['singaporean hip hop', 'singaporean pop']",5693
 BUMKEY,3vhZuZdMksbnJwoE3AwpXq,0,"['k-rap', 'korean pop']",97324
f(x),3wRA5UYoo08BBKJnzyKkpF,1,"['k-pop', 'k-pop girl group']",1268166
 Burna Boy,3wcj11K77LjEY1PkEazffa,0,"['afrobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']",5503433
 Park Yong In,3xPgiFdFWb1jR4hOyEzTgH,0,[],1310
 Zick Jasper,3xtHMz3z0Km6qXV3yhcfQP,0,[],390
 Hash Swan,3yVEZNS0ateVfoj8FuazKg,0,['k-rap'],95344
 Herr Nayne,3ymSmqDdFN1kfZyVJ4HWse,0,[],181
 MINO,3ytV7vc4ZuwGgwaOuWvkk8,0,['k-pop'],1081045
 Crystal Kay,3yzQHdj9G34CVZ5rVUDrOM,0,"['j-pop', 'japanese r&b']",299670
 Vasco,3z6WtIVxUiLNKDrUchJGrX,0,['danish electropop'],748
Christopher,3zDRCqOhJXJfS2YWOEwGMC,0,['danish pop'],255888
 Will Not Fear,3zQf6Ogadb67LzdBTHaZ0N,0,[],669
 Han sun hwa,3zfGhm4kLXQ8o4xJewVGO5,0,[],0
 Felix of Stray Kids,40zyx4iztMjRbIIoI802r4,0,[],27582
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,1,"['k-pop', 'k-pop girl group', 'pop']",40782301
 Iron,42dy8y24lMURTr4RjATpYS,0,[],2815
 TAK Of BAECHIGI,42twmGoaap5jDxznYNoxjE,0,[],0
 RAVI,42xj5mBLvrFdW6tYns6mxs,0,"['k-pop', 'k-rap']",224363
 OKDAL,43qbEc59aqLydrvuWsrNoE,0,"['k-indie', 'korean pop']",33254
 monokim,448KDzQJZ1p8UkDKtgIzus,0,[],137
Kenji Bunch,44DPjVo7zPKN3Ejvx34xhR,0,['american 21st century classical'],691
 Isle Qim,44qnpSp6VbJ48R4YXiv7LW,0,[],30
BILL STAX,459tVR1zPUmVwOROer0adD,0,['k-rap'],20780
Choi Seo Hyun,45MYCJEVTetzK6k2UeuHv0,0,[],775
 Bun B,45a6gCQWq61lIUDmr1tKuO,0,"['dirty south rap', 'houston rap']",854184
 리지,45hd8opei1aSAIMNfJccfK,0,[],52
 E,45tZVD9vAd4R6zl9D82kmt,0,[],468
 Omega Sapien,46KQM3HJyONaKRTbcfNPlU,0,['korean underground rap'],15095
 Kodak Black,46SHBwWsqBkxI7EeeBEQG7,0,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9290954
 Yves V,47BEc2RoW53owMyxacXWdV,0,"['belgian edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'slap house']",282355
 League of Legends,47mIJdHORyRerp4os813jD,0,"['speedrun', 'video game music']",1601700
 Kang Seungwon,48DsjCcpYJQWi5fulzyuBm,0,['korean pop'],1067
NCT,48eO052eSDcn8aTxiv6QaG,1,"['k-pop', 'k-pop boy group']",5778435
 Ji Chanel,48iTyl4MallIyN0R89N8u3,0,[],210
Kim eun young,49XEW1qNZPAeucXHu8zIeg,0,[],100
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,0,['korean pop'],87414
Alesso,4AVFqumd2ogHFlRbKIjp1t,0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",3940482
 Devin Morrison,4AgZVM5339ZoMyg38nYyYW,0,"['indie r&b', 'neo r&b']",28329
 Sam Kim,4BBN286rBKyCWsSPq2cxYO,0,"['k-pop', 'korean r&b']",424221
 YELLA D,4D139q2zdOGkNdWHeFmIog,0,"['k-rap', 'korean r&b']",5500
 AFROJACK,4D75GcNG95ebPtNvoNVXhz,0,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",3993885
 Kim Feel,4EPYWwU4c8eG2GzD7MenUA,0,['korean pop'],98370
220 KID,4Euia7UzdRshy1DJOSMTcs,0,['uk dance'],20910
 Roh Yun Ha,4F0KZ0SXe4z5xrgX6TXAPy,0,['k-rap'],12009
 Simon D,4FWUEoOMXHOsbnMED8UqgV,0,['korean old school hip hop'],3453
Lee Hyori,4FjoOJAndC0s9ZJUo6VGc5,1,['classic k-pop'],60465
 OVAN,4FuRHFtCeoYaeeVDKyyvbS,0,"['k-rap', 'korean r&b']",77456
 KIM GO EUN,4G0khHYSAyq05njsT39Vp5,0,['korean musicals'],2157
 Kim Seong Dae,4H00h50rGk6Hk6MwuYPjsK,0,[],0
덕원,4Hi2B8GkX7IZWsuZyd8Cdc,0,[],63
Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,0,"['desi pop', 'filmi', 'modern bollywood']",17936953
BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,1,"['k-pop', 'k-pop boy group']",5097708
 Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,0,"['chicago rap', 'melodic rap', 'rap']",29057830
 WH3N,4MSCkKz4xskCrvx49wOneF,0,[],8501
 Quest,4N7VMCvYd9Reh5bJLnRVzY,0,['pinoy rock'],35789
 KUSH,4OiLGOExR5sXyMtyKccRgY,0,[],643
 JINBO,4PlxqkEk6seCManiTAPTWb,0,"['k-rap', 'korean r&b']",8034
 Lodge Boy,4QwmzSTkQf1bayzLcPllow,0,[],55
 Hui,4R0tSGcVRQ8ZXPzttU8mHy,0,['korean pop'],31905
 Park Gabin,4RchfpgrrMpxq0eQv63jqx,0,[],0
 LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,0,[],11791
Block B,4RnezwRV7VBJUCI1S0AE5u,1,"['k-pop', 'k-pop boy group', 'korean r&b']",998108
 Keita,4Sp0k5cY12SKnOGUghMljj,0,[],164
 Lee Jin Ah,4SzO3ea2qcjg1uLyNJAWnM,0,"['k-indie', 'korean r&b', 'korean singer-songwriter']",39674
KIM HOJOONG,4T9AuhR3YqSqaPgXzPiAuH,1,['trot'],6238
 YEJI & RYUJIN of ITZY,4TYswX6bKUjM9rbEL7CMBH,0,[],4977
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,1,"['k-pop', 'k-pop boy group']",4983585
 Seraphine,4TqlcgMFDryY96KWcvrhTv,0,[],112233
Suzy,4U80LJd8sG6U9YTFP5izka,1,['k-pop'],460816
 Tarin,4UEKXXZ65FBcAJPVerQjtO,0,"['k-indie', 'korean pop']",7132
 m-flo,4UhiMIdxKqQxmzdE9nYe6O,0,['j-pop'],331726
JINUSEAN,4WItSECPefckW11qSnZXyv,1,"['classic k-pop', 'k-rap']",28481
 CODE KUNST,4WnO2VmlwdTX77ANsThWLQ,0,"['k-rap', 'korean r&b']",248061
 Benny Benassi,4Ws2otunReOa6BbwxxpCt6,0,"['edm', 'electro house', 'pop dance']",538095
D.O,4X7RCrqaJpKMoeyeH5NPvj,0,['korean r&b'],2844
 Jay Park,4XDi67ZENZcbfKnvMnTYsI,1,"['k-pop', 'k-rap', 'korean r&b']",1941923
 ZICO,4XpUIb8uuNlIWVKmgKZXC0,1,"['k-pop', 'korean r&b']",1293881
 Q'Glizzy,4Xse32nqeF4fEIruan7K9P,0,[],6
 Raiden,4YXNoMVTHRt01jYaKXTumJ,0,['korean electronic'],68654
 DPR CLINE,4Z6fYh9ANGOfOSylYE5gZz,0,[],1615
 Lee Sun Hee,4ZQVfuvon3XnGYkjTSey1O,0,"['classic korean pop', 'korean pop']",44700
 Shockbit,4aMRtytJy7sCCjvcSnq666,0,[],13
 Sean Garrett,4aWpJudn4ljEWahx6cPEGu,0,['hip pop'],41116
 Park Woo Sang,4b1h7TeHuzi1lOTJswql6f,0,[],17
 IMLAY,4b7ZEkk5uXPlwX2IPuV7Q2,0,['korean hyperpop'],11454
 Jvcki Wai,4bjcB3ZKiHgPzJvY2S2FLN,0,"['k-rap', 'korean r&b']",102694
 Lost Chameleon,4ct0Lml9CSOcrehSHHJArO,0,[],1565
 Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo,0,['korean pop'],50475
 Kim Na Young,4dvmLXorXADxVq8EcySEWk,1,['korean pop'],186269
 Hwanhee,4ezpY3tmP9KtaOOnWpDmIp,0,"['korean ost', 'korean pop']",25283
LEE MINHYUK (HUTA),4fgfmrBHIWsUuHxeOPhv61,0,['korean pop'],79184
K/DA,4gOc8TsQed9eqnqJct2c5v,0,['k-pop girl group'],1956117
 Captain Planet,4gUzVXtJJ6UWTWobd18HqJ,0,[],248
 Zior Park,4gkSpcyfxtm5OFoZCYWTeD,0,[],36646
 Mougleta,4gmndqcVVyxmzgOunTiuAD,0,[],6325
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0,"['permanent wave', 'pop']",44068819
 Yeeun,4hMhbcPHd2nsZFhY1TNp8Y,0,[],13842
 Zoorumpug,4hYxfPWn0RnlwJS2faYvjB,0,['korean city pop'],647
YESUNG,4hyF8Vtc73RYJr3RgTE2Zf,0,['k-pop'],350216
 Damndef,4jFOzswJGUdE6LFx1ZbOjS,0,[],370
 AOMG,4jI1sm5mTNOWw6ea5Cmslp,0,[],240
BOL4,4k5fFEYgkWYrYvtOK3zVBl,1,['k-pop'],1740067
LIM KIM,4kGuk6HkL6hwuQrgSWISBv,0,['k-indie'],63585
 Fana,4mUsQKPUlPpTe2C1MPW1QT,0,"['k-rap', 'korean old school hip hop']",5093
BoA,4muJrGMndyYWqZtfk8OWy4,1,['k-pop'],798933
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,0,['pop'],5886591
 Dynamicduo,4nvFFLtv7ZqoTr83387uK4,0,"['k-rap', 'korean r&b']",152234
 Ahin of MOMOLAND,4nzWj1u4IslWFr3B5f7HfY,0,[],474
 LAY,4o7tWrzQOqarDtTMWD2HV9,0,"['chinese electropop', 'chinese idol pop', 'k-pop']",1483963
 GSoul,4oEXworvhegyK83rZwVyWL,0,['korean r&b'],213280
 OH SEUNGHEE,4oIE2ZAuPXuOyHNPwjc2Ku,0,[],442
 Becky G,4obzFoKoKRHIphyHzJ35G3,0,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",13378030
Paul Kim,4qRXrzUmdy3p33lgvJEzdv,0,['korean pop'],239891
 JOOHONEY,4rpOWirhzqN7NPgRX76l1k,0,['k-pop'],267060
 Galantis,4sTQVOfp9vEMCemLw50sbu,0,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",3356599
 M.TySON,4t7tfZEW6bMW5LVX06JwMx,0,[],49
 G2,4ueZwsEtcqcO0IZywqgk66,0,['k-rap'],22007
 BAEKHYUN,4ufh0WuMZh6y4Dmdnklvdl,0,['k-pop'],2580536
 YooA,4ur1jCwyNlhgd0viJkOtcQ,0,[],91613
 CRUCiAL STAR,4vdAgNz4vrUZVvS0CaVvGJ,0,"['k-rap', 'korean r&b']",70227
 Il Hoon Jung of BTOB,4viqH5lDwLHQSeDIZTJCK7,0,[],74
 Kim Yeon Woo,4vsTrZ8Y7nKqQM0BJQ6Dvd,0,['korean pop'],32345
 Yuna Kim,4wAssbReFLMBLkLCORabCM,0,[],708
YERI,4xzwjGxzfKglU0cNW4q4l1,0,['k-pop'],321836
AB6IX,4y0wFJ5jmCUNRLZfsw1I7g,1,"['k-pop', 'k-pop boy group']",539311
 XINSAYNE,4yY3FsmWRwMIFXRDkMpnBS,0,[],1391
 T.O.P.,4yiB30K5scGkjmAgHGIH8Y,0,[],61928
 Jay Marie,4yqfRusFEyn5ml2Xm5pd0Z,0,[],116
DAVICHI,4z6yrDz5GfKXkeQZjOaZdq,1,['k-pop'],720549
 HWAYOUNG,4zVPLQ7lxEfEb3YTkymd7L,0,[],1
The Chosen,4zaS9mItqCC5OQpML2VDu2,0,[],12577
 School Gyrls,4zfTcqK4VudzZgd0T8g1Fi,0,['deep dance pop'],31670
Secret,503DjcVO5Ku1NgLPhVuNg7,1,"['k-pop', 'k-pop girl group']",196553
 AYUMIC,50ciJ9NoLUai0b65vZfjOK,0,[],10
 sogumm,50x9jHrP6wy9fo3jK5pNqS,0,['k-indie'],51852
 B2K,51d3rUlLuMh7EW09aMe7yj,0,"['boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",771759
Part Time Cooks,51e7K2KFkHECVO460ruq8L,0,[],1771
 Lil Cherry,523GImBnBoIvcq0n8BZIv4,0,['korean trap'],38024
