,song_name,song_name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,artist_8,artist_id_8,artist_9,artist_id_9,artist_10,artist_id_10,artist_11,artist_id_11,artist_12,artist_id_12,artist_13,artist_id_13
2662,Call You Bae,Call You B,Jay Park,"Jay Park, Hit-Boy",0pdKEjHWRpjnRD6jV9ztNf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6q3p11nP1p80Ey6LrOOSed'}, 'href': 'https://api.spotify.com/v1/artists/6q3p11nP1p80Ey6LrOOSed', 'id': '6q3p11nP1p80Ey6LrOOSed', 'name': 'Hit-Boy', 'type': 'artist', 'uri': 'spotify:artist:6q3p11nP1p80Ey6LrOOSed'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 6q3p11nP1p80Ey6LrOOSed",[' Hit-Boy'],[' 6q3p11nP1p80Ey6LrOOSed'], Hit-Boy, 6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
2663,Killa,Killa,Jay Park,"Jay Park, Hit-Boy",2NZifue7PV10ukwipkwGSC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6q3p11nP1p80Ey6LrOOSed'}, 'href': 'https://api.spotify.com/v1/artists/6q3p11nP1p80Ey6LrOOSed', 'id': '6q3p11nP1p80Ey6LrOOSed', 'name': 'Hit-Boy', 'type': 'artist', 'uri': 'spotify:artist:6q3p11nP1p80Ey6LrOOSed'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 6q3p11nP1p80Ey6LrOOSed",[' Hit-Boy'],[' 6q3p11nP1p80Ey6LrOOSed'], Hit-Boy, 6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
2670,Game Good (Feat. Simon Dominic) (Prod. GooseBumps & Simon Dominic),Game Good ,Jay Park,"Simon Dominic, RYNO, sogumm, YELLA D",59futJ8UnUZuv3Lhu7lGWC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN'}, 'href': 'https://api.spotify.com/v1/artists/57W9ikVc6O2wLDtmclSjvN', 'id': '57W9ikVc6O2wLDtmclSjvN', 'name': 'Simon Dominic', 'type': 'artist', 'uri': 'spotify:artist:57W9ikVc6O2wLDtmclSjvN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5rIOZ6g7qSlq60wITUUle2'}, 'href': 'https://api.spotify.com/v1/artists/5rIOZ6g7qSlq60wITUUle2', 'id': '5rIOZ6g7qSlq60wITUUle2', 'name': 'RYNO', 'type': 'artist', 'uri': 'spotify:artist:5rIOZ6g7qSlq60wITUUle2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/50x9jHrP6wy9fo3jK5pNqS'}, 'href': 'https://api.spotify.com/v1/artists/50x9jHrP6wy9fo3jK5pNqS', 'id': '50x9jHrP6wy9fo3jK5pNqS', 'name': 'sogumm', 'type': 'artist', 'uri': 'spotify:artist:50x9jHrP6wy9fo3jK5pNqS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4D139q2zdOGkNdWHeFmIog'}, 'href': 'https://api.spotify.com/v1/artists/4D139q2zdOGkNdWHeFmIog', 'id': '4D139q2zdOGkNdWHeFmIog', 'name': 'YELLA D', 'type': 'artist', 'uri': 'spotify:artist:4D139q2zdOGkNdWHeFmIog'}]",4XDi67ZENZcbfKnvMnTYsI,"57W9ikVc6O2wLDtmclSjvN, 5rIOZ6g7qSlq60wITUUle2, 50x9jHrP6wy9fo3jK5pNqS, 4D139q2zdOGkNdWHeFmIog","['Simon Dominic', ' RYNO', ' sogumm', ' YELLA D']","['57W9ikVc6O2wLDtmclSjvN', ' 5rIOZ6g7qSlq60wITUUle2', ' 50x9jHrP6wy9fo3jK5pNqS', ' 4D139q2zdOGkNdWHeFmIog']",Simon Dominic,57W9ikVc6O2wLDtmclSjvN, RYNO, 5rIOZ6g7qSlq60wITUUle2, sogumm, 50x9jHrP6wy9fo3jK5pNqS, YELLA D, 4D139q2zdOGkNdWHeFmIog,,,,,,,,,,,,,,,,,,
2671,No Gravity (Prod. Jay Park & DJ Wegun & WOOGIE & GroovyRoom),No Gravity,Jay Park,"Part Time Cooks, MBA, MELOH",1gUFxP5qGhfDemzaJjkrDb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/51e7K2KFkHECVO460ruq8L'}, 'href': 'https://api.spotify.com/v1/artists/51e7K2KFkHECVO460ruq8L', 'id': '51e7K2KFkHECVO460ruq8L', 'name': 'Part Time Cooks', 'type': 'artist', 'uri': 'spotify:artist:51e7K2KFkHECVO460ruq8L'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0c6EF9zv5mQX7pkyrPawKS'}, 'href': 'https://api.spotify.com/v1/artists/0c6EF9zv5mQX7pkyrPawKS', 'id': '0c6EF9zv5mQX7pkyrPawKS', 'name': 'MBA', 'type': 'artist', 'uri': 'spotify:artist:0c6EF9zv5mQX7pkyrPawKS'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Qb6QmI6WUeGFaJeGB5fdg'}, 'href': 'https://api.spotify.com/v1/artists/5Qb6QmI6WUeGFaJeGB5fdg', 'id': '5Qb6QmI6WUeGFaJeGB5fdg', 'name': 'MELOH', 'type': 'artist', 'uri': 'spotify:artist:5Qb6QmI6WUeGFaJeGB5fdg'}]",4XDi67ZENZcbfKnvMnTYsI,"51e7K2KFkHECVO460ruq8L, 0c6EF9zv5mQX7pkyrPawKS, 5Qb6QmI6WUeGFaJeGB5fdg","['Part Time Cooks', ' MBA', ' MELOH']","['51e7K2KFkHECVO460ruq8L', ' 0c6EF9zv5mQX7pkyrPawKS', ' 5Qb6QmI6WUeGFaJeGB5fdg']",Part Time Cooks,51e7K2KFkHECVO460ruq8L, MBA, 0c6EF9zv5mQX7pkyrPawKS, MELOH, 5Qb6QmI6WUeGFaJeGB5fdg,,,,,,,,,,,,,,,,,,,,
2672,Juice (Prod. CODE KUNST),Juice (Pro,Jay Park,"Choi Seo Hyun, Maddox, Seungrae",3Xgttn2kqwZE4smkIlnmhE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/45MYCJEVTetzK6k2UeuHv0'}, 'href': 'https://api.spotify.com/v1/artists/45MYCJEVTetzK6k2UeuHv0', 'id': '45MYCJEVTetzK6k2UeuHv0', 'name': 'Choi Seo Hyun', 'type': 'artist', 'uri': 'spotify:artist:45MYCJEVTetzK6k2UeuHv0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7KieZTca53gfdVzwdODV2L'}, 'href': 'https://api.spotify.com/v1/artists/7KieZTca53gfdVzwdODV2L', 'id': '7KieZTca53gfdVzwdODV2L', 'name': 'Maddox', 'type': 'artist', 'uri': 'spotify:artist:7KieZTca53gfdVzwdODV2L'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7g5FyggODL4LruwJvqx4yh'}, 'href': 'https://api.spotify.com/v1/artists/7g5FyggODL4LruwJvqx4yh', 'id': '7g5FyggODL4LruwJvqx4yh', 'name': 'Seungrae', 'type': 'artist', 'uri': 'spotify:artist:7g5FyggODL4LruwJvqx4yh'}]",4XDi67ZENZcbfKnvMnTYsI,"45MYCJEVTetzK6k2UeuHv0, 7KieZTca53gfdVzwdODV2L, 7g5FyggODL4LruwJvqx4yh","['Choi Seo Hyun', ' Maddox', ' Seungrae']","['45MYCJEVTetzK6k2UeuHv0', ' 7KieZTca53gfdVzwdODV2L', ' 7g5FyggODL4LruwJvqx4yh']",Choi Seo Hyun,45MYCJEVTetzK6k2UeuHv0, Maddox, 7KieZTca53gfdVzwdODV2L, Seungrae, 7g5FyggODL4LruwJvqx4yh,,,,,,,,,,,,,,,,,,,,
2673,On Fire,On Fire,Jay Park,"YULTRON, Jay Park",4BEISqK9v2Sth2v4GcpWfF,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3n2H1XlCyS1WQ0vyVUFEma'}, 'href': 'https://api.spotify.com/v1/artists/3n2H1XlCyS1WQ0vyVUFEma', 'id': '3n2H1XlCyS1WQ0vyVUFEma', 'name': 'YULTRON', 'type': 'artist', 'uri': 'spotify:artist:3n2H1XlCyS1WQ0vyVUFEma'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}]",4XDi67ZENZcbfKnvMnTYsI,"3n2H1XlCyS1WQ0vyVUFEma, 4XDi67ZENZcbfKnvMnTYsI","['YULTRON', ' Jay Park']","['3n2H1XlCyS1WQ0vyVUFEma', ' 4XDi67ZENZcbfKnvMnTYsI']",YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park, 4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
2674,Westcoast,Westcoast,Jay Park,"YULTRON, Jay Park",70vU9EbpgKRLHoANEJK2dW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3n2H1XlCyS1WQ0vyVUFEma'}, 'href': 'https://api.spotify.com/v1/artists/3n2H1XlCyS1WQ0vyVUFEma', 'id': '3n2H1XlCyS1WQ0vyVUFEma', 'name': 'YULTRON', 'type': 'artist', 'uri': 'spotify:artist:3n2H1XlCyS1WQ0vyVUFEma'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}]",4XDi67ZENZcbfKnvMnTYsI,"3n2H1XlCyS1WQ0vyVUFEma, 4XDi67ZENZcbfKnvMnTYsI","['YULTRON', ' Jay Park']","['3n2H1XlCyS1WQ0vyVUFEma', ' 4XDi67ZENZcbfKnvMnTYsI']",YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park, 4XDi67ZENZcbfKnvMnTYsI,,,,,,,,,,,,,,,,,,,,,,
2675,Say Goodbye (feat. Sik-K & pH-1),Say Goodby,Jay Park,"YULTRON, Jay Park, Sik-K, pH-1",2WEh2DFEAMnK2AlmQCD4Cb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3n2H1XlCyS1WQ0vyVUFEma'}, 'href': 'https://api.spotify.com/v1/artists/3n2H1XlCyS1WQ0vyVUFEma', 'id': '3n2H1XlCyS1WQ0vyVUFEma', 'name': 'YULTRON', 'type': 'artist', 'uri': 'spotify:artist:3n2H1XlCyS1WQ0vyVUFEma'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5DIi2JWfQPTKffaVBlIYRn'}, 'href': 'https://api.spotify.com/v1/artists/5DIi2JWfQPTKffaVBlIYRn', 'id': '5DIi2JWfQPTKffaVBlIYRn', 'name': 'Sik-K', 'type': 'artist', 'uri': 'spotify:artist:5DIi2JWfQPTKffaVBlIYRn'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2u7CP5T30c8ctenzXgEV1W'}, 'href': 'https://api.spotify.com/v1/artists/2u7CP5T30c8ctenzXgEV1W', 'id': '2u7CP5T30c8ctenzXgEV1W', 'name': 'pH-1', 'type': 'artist', 'uri': 'spotify:artist:2u7CP5T30c8ctenzXgEV1W'}]",4XDi67ZENZcbfKnvMnTYsI,"3n2H1XlCyS1WQ0vyVUFEma, 4XDi67ZENZcbfKnvMnTYsI, 5DIi2JWfQPTKffaVBlIYRn, 2u7CP5T30c8ctenzXgEV1W","['YULTRON', ' Jay Park', ' Sik-K', ' pH-1']","['3n2H1XlCyS1WQ0vyVUFEma', ' 4XDi67ZENZcbfKnvMnTYsI', ' 5DIi2JWfQPTKffaVBlIYRn', ' 2u7CP5T30c8ctenzXgEV1W']",YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park, 4XDi67ZENZcbfKnvMnTYsI, Sik-K, 5DIi2JWfQPTKffaVBlIYRn, pH-1, 2u7CP5T30c8ctenzXgEV1W,,,,,,,,,,,,,,,,,,
2676,We Be Wildin (feat. Haon),We Be Wild,Jay Park,"YULTRON, Jay Park, HAON",26NXj3bh82DtAKYN1XfffB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3n2H1XlCyS1WQ0vyVUFEma'}, 'href': 'https://api.spotify.com/v1/artists/3n2H1XlCyS1WQ0vyVUFEma', 'id': '3n2H1XlCyS1WQ0vyVUFEma', 'name': 'YULTRON', 'type': 'artist', 'uri': 'spotify:artist:3n2H1XlCyS1WQ0vyVUFEma'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2krUNMgFZYm5s4Nn0g91W9'}, 'href': 'https://api.spotify.com/v1/artists/2krUNMgFZYm5s4Nn0g91W9', 'id': '2krUNMgFZYm5s4Nn0g91W9', 'name': 'HAON', 'type': 'artist', 'uri': 'spotify:artist:2krUNMgFZYm5s4Nn0g91W9'}]",4XDi67ZENZcbfKnvMnTYsI,"3n2H1XlCyS1WQ0vyVUFEma, 4XDi67ZENZcbfKnvMnTYsI, 2krUNMgFZYm5s4Nn0g91W9","['YULTRON', ' Jay Park', ' HAON']","['3n2H1XlCyS1WQ0vyVUFEma', ' 4XDi67ZENZcbfKnvMnTYsI', ' 2krUNMgFZYm5s4Nn0g91W9']",YULTRON,3n2H1XlCyS1WQ0vyVUFEma, Jay Park, 4XDi67ZENZcbfKnvMnTYsI, HAON, 2krUNMgFZYm5s4Nn0g91W9,,,,,,,,,,,,,,,,,,,,
2677,One Nation,One Nation,Jay Park,"Jay Park, Kirin, Plastic Kid",0VRQ7f506tuOP7JbAo2SUp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3dFiM806dnbA7YUIgOHDBc'}, 'href': 'https://api.spotify.com/v1/artists/3dFiM806dnbA7YUIgOHDBc', 'id': '3dFiM806dnbA7YUIgOHDBc', 'name': 'Kirin', 'type': 'artist', 'uri': 'spotify:artist:3dFiM806dnbA7YUIgOHDBc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2qhiSvpf8YlPqaNGfnzWnA'}, 'href': 'https://api.spotify.com/v1/artists/2qhiSvpf8YlPqaNGfnzWnA', 'id': '2qhiSvpf8YlPqaNGfnzWnA', 'name': 'Plastic Kid', 'type': 'artist', 'uri': 'spotify:artist:2qhiSvpf8YlPqaNGfnzWnA'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 3dFiM806dnbA7YUIgOHDBc, 2qhiSvpf8YlPqaNGfnzWnA","[' Kirin', ' Plastic Kid']","[' 3dFiM806dnbA7YUIgOHDBc', ' 2qhiSvpf8YlPqaNGfnzWnA']", Kirin, 3dFiM806dnbA7YUIgOHDBc, Plastic Kid, 2qhiSvpf8YlPqaNGfnzWnA,,,,,,,,,,,,,,,,,,,,,,
2678,Do What I Like,Do What I ,Jay Park,"Jay Park, Kirin, DeVita",2zfw5Q62YDTd0JzfOjAz9b,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3dFiM806dnbA7YUIgOHDBc'}, 'href': 'https://api.spotify.com/v1/artists/3dFiM806dnbA7YUIgOHDBc', 'id': '3dFiM806dnbA7YUIgOHDBc', 'name': 'Kirin', 'type': 'artist', 'uri': 'spotify:artist:3dFiM806dnbA7YUIgOHDBc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5PS3ZZE5bBiZ3Ct9HiRG2B'}, 'href': 'https://api.spotify.com/v1/artists/5PS3ZZE5bBiZ3Ct9HiRG2B', 'id': '5PS3ZZE5bBiZ3Ct9HiRG2B', 'name': 'DeVita', 'type': 'artist', 'uri': 'spotify:artist:5PS3ZZE5bBiZ3Ct9HiRG2B'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 3dFiM806dnbA7YUIgOHDBc, 5PS3ZZE5bBiZ3Ct9HiRG2B","[' Kirin', ' DeVita']","[' 3dFiM806dnbA7YUIgOHDBc', ' 5PS3ZZE5bBiZ3Ct9HiRG2B']", Kirin, 3dFiM806dnbA7YUIgOHDBc, DeVita, 5PS3ZZE5bBiZ3Ct9HiRG2B,,,,,,,,,,,,,,,,,,,,,,
2679,Tonight,Tonight,Jay Park,"Jay Park, Kirin, Ugly Duck",3iQqCQZtx8ZEKSXBkg3J4s,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3dFiM806dnbA7YUIgOHDBc'}, 'href': 'https://api.spotify.com/v1/artists/3dFiM806dnbA7YUIgOHDBc', 'id': '3dFiM806dnbA7YUIgOHDBc', 'name': 'Kirin', 'type': 'artist', 'uri': 'spotify:artist:3dFiM806dnbA7YUIgOHDBc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Qr4St9aCOLu41Nt5QZIz1'}, 'href': 'https://api.spotify.com/v1/artists/0Qr4St9aCOLu41Nt5QZIz1', 'id': '0Qr4St9aCOLu41Nt5QZIz1', 'name': 'Ugly Duck', 'type': 'artist', 'uri': 'spotify:artist:0Qr4St9aCOLu41Nt5QZIz1'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 3dFiM806dnbA7YUIgOHDBc, 0Qr4St9aCOLu41Nt5QZIz1","[' Kirin', ' Ugly Duck']","[' 3dFiM806dnbA7YUIgOHDBc', ' 0Qr4St9aCOLu41Nt5QZIz1']", Kirin, 3dFiM806dnbA7YUIgOHDBc, Ugly Duck, 0Qr4St9aCOLu41Nt5QZIz1,,,,,,,,,,,,,,,,,,,,,,
2680,Baddest Nice Guys,Baddest Ni,Jay Park,"Jay Park, Kirin, Simon Dominic, DJ Light, DJ Wegun",6oxFB7f08R1eCyjFAs7UD3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3dFiM806dnbA7YUIgOHDBc'}, 'href': 'https://api.spotify.com/v1/artists/3dFiM806dnbA7YUIgOHDBc', 'id': '3dFiM806dnbA7YUIgOHDBc', 'name': 'Kirin', 'type': 'artist', 'uri': 'spotify:artist:3dFiM806dnbA7YUIgOHDBc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/57W9ikVc6O2wLDtmclSjvN'}, 'href': 'https://api.spotify.com/v1/artists/57W9ikVc6O2wLDtmclSjvN', 'id': '57W9ikVc6O2wLDtmclSjvN', 'name': 'Simon Dominic', 'type': 'artist', 'uri': 'spotify:artist:57W9ikVc6O2wLDtmclSjvN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/08Wl6RGRGdv6gj5Xwq0N2b'}, 'href': 'https://api.spotify.com/v1/artists/08Wl6RGRGdv6gj5Xwq0N2b', 'id': '08Wl6RGRGdv6gj5Xwq0N2b', 'name': 'DJ Light', 'type': 'artist', 'uri': 'spotify:artist:08Wl6RGRGdv6gj5Xwq0N2b'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7p552gLGzaDKXB5sETgTEP'}, 'href': 'https://api.spotify.com/v1/artists/7p552gLGzaDKXB5sETgTEP', 'id': '7p552gLGzaDKXB5sETgTEP', 'name': 'DJ Wegun', 'type': 'artist', 'uri': 'spotify:artist:7p552gLGzaDKXB5sETgTEP'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 3dFiM806dnbA7YUIgOHDBc, 57W9ikVc6O2wLDtmclSjvN, 08Wl6RGRGdv6gj5Xwq0N2b, 7p552gLGzaDKXB5sETgTEP","[' Kirin', ' Simon Dominic', ' DJ Light', ' DJ Wegun']","[' 3dFiM806dnbA7YUIgOHDBc', ' 57W9ikVc6O2wLDtmclSjvN', ' 08Wl6RGRGdv6gj5Xwq0N2b', ' 7p552gLGzaDKXB5sETgTEP']", Kirin, 3dFiM806dnbA7YUIgOHDBc, Simon Dominic, 57W9ikVc6O2wLDtmclSjvN, DJ Light, 08Wl6RGRGdv6gj5Xwq0N2b, DJ Wegun, 7p552gLGzaDKXB5sETgTEP,,,,,,,,,,,,,,,,,,
2681,20/20 (From Madden NFL 20),20/20 (Fro,Jay Park,"Jay Park, Hit-Boy",2PZvIdxs4386QX28ztf7GB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6q3p11nP1p80Ey6LrOOSed'}, 'href': 'https://api.spotify.com/v1/artists/6q3p11nP1p80Ey6LrOOSed', 'id': '6q3p11nP1p80Ey6LrOOSed', 'name': 'Hit-Boy', 'type': 'artist', 'uri': 'spotify:artist:6q3p11nP1p80Ey6LrOOSed'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 6q3p11nP1p80Ey6LrOOSed",[' Hit-Boy'],[' 6q3p11nP1p80Ey6LrOOSed'], Hit-Boy, 6q3p11nP1p80Ey6LrOOSed,,,,,,,,,,,,,,,,,,,,,,,,
2685,All Day (Flex) [Prod. by OkayJJack],All Day (F,Jay Park,"Jay Park, HAON, YUMDDA",5FbiD78OtBrsaX8KP5DmDP,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2krUNMgFZYm5s4Nn0g91W9'}, 'href': 'https://api.spotify.com/v1/artists/2krUNMgFZYm5s4Nn0g91W9', 'id': '2krUNMgFZYm5s4Nn0g91W9', 'name': 'HAON', 'type': 'artist', 'uri': 'spotify:artist:2krUNMgFZYm5s4Nn0g91W9'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0su5mZ6qhvOUhz7ckEx8rR'}, 'href': 'https://api.spotify.com/v1/artists/0su5mZ6qhvOUhz7ckEx8rR', 'id': '0su5mZ6qhvOUhz7ckEx8rR', 'name': 'YUMDDA', 'type': 'artist', 'uri': 'spotify:artist:0su5mZ6qhvOUhz7ckEx8rR'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 2krUNMgFZYm5s4Nn0g91W9, 0su5mZ6qhvOUhz7ckEx8rR","[' HAON', ' YUMDDA']","[' 2krUNMgFZYm5s4Nn0g91W9', ' 0su5mZ6qhvOUhz7ckEx8rR']", HAON, 2krUNMgFZYm5s4Nn0g91W9, YUMDDA, 0su5mZ6qhvOUhz7ckEx8rR,,,,,,,,,,,,,,,,,,,,,,
2687,Yummy (Prod. by Cha Cha Malone),Yummy (Pro,Jay Park,"Jay Park, Crush",6EHY1kVGeoghDbj77BwMnq,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'name': 'Jay Park', 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g'}, 'href': 'https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g', 'id': '6aLdhHUqgdKE86xbtNmY8g', 'name': 'Crush', 'type': 'artist', 'uri': 'spotify:artist:6aLdhHUqgdKE86xbtNmY8g'}]",4XDi67ZENZcbfKnvMnTYsI,"4XDi67ZENZcbfKnvMnTYsI, 6aLdhHUqgdKE86xbtNmY8g",[' Crush'],[' 6aLdhHUqgdKE86xbtNmY8g'], Crush, 6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,,,,,,,,,,,,,
