,name,id,top_kpop,genre,followers,name_lower
586, HAON,2krUNMgFZYm5s4Nn0g91W9,0,['k-rap'],131910,haon
589, Plastic Kid,2qhiSvpf8YlPqaNGfnzWnA,0,[],80,plastic kid
592, DeVita,5PS3ZZE5bBiZ3Ct9HiRG2B,0,['korean r&b'],91442,devita
595, Ugly Duck,0Qr4St9aCOLu41Nt5QZIz1,0,['k-rap'],9671,ugly duck
599, DJ Light,08Wl6RGRGdv6gj5Xwq0N2b,0,[],122,dj light
605, YUMDDA,0su5mZ6qhvOUhz7ckEx8rR,0,['k-rap'],49124,yumdda
607, Crush,6aLdhHUqgdKE86xbtNmY8g,1,"['k-pop', 'korean r&b']",1125870,crush
609, Woo,5a8EJtOEbUJDF4RX3mKK02,0,['k-rap'],148233,woo
612, Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt,0,"['k-rap', 'korean r&b']",144187,woodie gochild
614, 28AV,5DgTf0BW3LgzGNnKTqupVf,0,['seattle hip hop'],3302,28av
617,Ill Chris,38YDLPHNjiIcGosZ240Han,0,['asian american hip hop'],3478,ill chris
621, Jvcki Wai,4bjcB3ZKiHgPzJvY2S2FLN,0,"['k-rap', 'korean r&b']",102694,jvcki wai
623, GASHI,0JOxt5QOwq0czoJxvSc5hS,0,[],235666,gashi
624, Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,0,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",3051503,rich the kid
626, VIC MENSA,27w1NoOLMX7tJMYqcetPyG,0,"['canadian hip hop', 'chicago rap', 'conscious hip hop', 'rap', 'underground hip hop']",607196,vic mensa
637, GRAY,3kPEBSt7qgVoRZSbIXMr7W,0,['k-rap'],282549,gray
646, Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,0,"['alt z', 'pop', 'transpop']",917324,kim petras
651, Hoody,7lXgbtBDcCRbfc5f8FhGUL,0,['korean r&b'],371230,hoody
658, Boi B,7MJnvH71CgBGCN9obN4aY5,0,['k-rap'],8826,boi b
662, Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,0,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",2679395,bone thugs-n-harmony
668, Dok2,0rW6fVd3yuW2CF2sLYWQtE,0,"['k-rap', 'korean old school hip hop']",121208,dok2
681, Far East Movement,698hF4vcwHwPy8ltmXermq,0,"['asian american hip hop', 'dance pop', 'pop rap']",1147578,far east movement
686, Loco,2e4G04F77jxVuDYo44TCSm,1,"['k-pop', 'k-rap', 'korean r&b']",379142,loco
687, Dayday,2M6pSBXyVDYo0IjlbW8Jj2,0,['k-rap'],5673,dayday
698, AOMG,4jI1sm5mTNOWw6ea5Cmslp,0,[],240,aomg
705, The Quiett,2qI1pO64eYqGUiv1XTw4cy,0,"['k-rap', 'korean r&b', 'korean trap']",107398,the quiett
709, KANG MINKYUNG,15Dv0lqpiL5zD6OqqwUEP4,0,['korean pop'],6339,kang minkyung
712,HA SUNG WOON,3OBkZ9NG8F0Fn4oNpg0yuU,1,[],239354,ha sung woon
716, Rauas,1ogGHXBZD13CHeAbt2su66,0,[],6,rauas
718, Punch,2FgZrgTMX6Sk0VNcOsEPmm,0,[],301148,punch
720, Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,0,"['k-rap', 'korean r&b']",121350,gaeko
722, PARK JI HOON,0tBYMeHDDJCzRuREuCTWi7,0,['k-pop'],318820,park ji hoon
725,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,1,"['k-pop', 'k-pop girl group']",2406447,girls' generation
726, Matisse & Sadko,2QMCcKIPHnjQaPPgoEst88,0,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm', 'sky room']",133078,matisse & sadko
728, Aiobahn,3AMFQZ3Tt549kShRG2IBYT,0,['kawaii future bass'],58681,aiobahn
730, Mar Vista,52jyvbzmj80qTr2NEWhczo,0,[],673,mar vista
734, Lil Playy,1d5znoU7LGiCy3H8TMtLWg,0,[],1586,lil playy
736, Suzi,3ImHydeN8Sciy5cLgeDtOR,0,[],306,suzi
738, ONEW,7sZ5ipSoboWdqXkdj6AXHo,0,['k-pop'],417428,onew
739, Jessica,7jPVuaaHLs4QVSuN561jZt,0,['k-pop'],384624,jessica
740,MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,1,"['k-pop', 'k-pop girl group']",6722664,mamamoo
741, SEULGI,2QM5S4yO6xHgnNvF0nbZZq,0,['k-pop'],892653,seulgi
744, CHEETAH,6ftZYkensUYXNiMM7nFwhE,0,['k-rap'],41049,cheetah
748, Moon Byul,1eTft3tXynrKdo6XD7QHLL,0,['k-pop'],1118183,moon byul
751, Jeff Bernat,2vVT4qoxWje0gVD2FiWZ4u,0,"['chill r&b', 'popping']",451863,jeff bernat
752, B.O.,5zMKnGCFow1P0wm4J2if8t,0,['fussball'],3589,b.o.
754, Hash Swan,3yVEZNS0ateVfoj8FuazKg,0,['k-rap'],95344,hash swan
756, Solar,5cYcI546S8Lf97m4mNdYLD,0,['k-pop'],913045,solar
762, eSNa,2jfAd4z4B5dR7yhhwTOulQ,0,[],4704,esna
769, Geeks,5VxfguafjfSdJcN10ACVZe,0,"['k-rap', 'korean pop']",29416,geeks
773, BUMKEY,3vhZuZdMksbnJwoE3AwpXq,0,"['k-rap', 'korean pop']",97324,bumkey
775,K.Will,1XNC9ksvgXeD1xRJruSA5t,0,"['k-pop', 'korean pop']",358766,k.will
777, Realslow,7luxe2wCwtDtkKSP8ZhPLn,0,"['classic k-pop', 'korean pop']",39552,realslow
778,NAYEON,1VwDG9aBflQupaFNjUru9A,1,['k-pop'],969377,nayeon
779, Felix of Stray Kids,40zyx4iztMjRbIIoI802r4,0,[],27582,felix of stray kids
781, Wonstein,5o615XColiSVMPDWlslKSk,0,[],108199,wonstein
785,BIBI,6UbmqUEgjLA6jAcXwbM1Z9,1,"['k-pop', 'korean r&b']",922020,bibi
786, Princesa Alba,3hvDAraTidCTjQHIc4m8P3,0,['trap chileno'],190278,princesa alba
787, Baby Tate,3IJ21966TwNZI24MwZHMu4,0,['trap queen'],330308,baby tate
789,88rising,1AhjOkOLkbHUfcHDSErXQs,0,['asian american hip hop'],894357,88rising
791, MILLI,1eVPKI2R4NlX6P5FIuMXis,0,"['thai hip hop', 'thai pop', 'thai trap']",274520,milli
795, 347aidan,0bBz5bRBkExaej2HxtVfCw,0,['sad rap'],421360,347aidan
800,Lolo Zouaï,2qDIR2WlcW3llkGqJWg9VJ,0,[],210312,lolo zouaï
803, Tiger JK,11S00dFcvNvJahis8MTGMD,0,['k-rap'],35923,tiger jk
805,Jinho,181zIaSqvjAgUXxn7DkM3e,0,['korean ost'],858,jinho
808, Kim Seungmin,31VffPWiL2AAwNIMODB9qZ,0,"['k-rap', 'korean r&b', 'korean trap']",49921,kim seungmin
812,Yoon Mirae,1Do4bSzfUl0KWL9r1fITu0,0,"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",281646,yoon mirae
815,BLACK NINE,1ADmxFIIuFl44lr14SZLoI,0,"['k-rap', 'korean trap']",1881,black nine
817,GOT7,6nfDaffa50mKtEOwR8g4df,1,"['k-pop', 'k-pop boy group']",6559387,got7
818, HYOLYN,78sJswwVn4P8aEhkF4K6fQ,1,"['k-pop', 'korean r&b']",769346,hyolyn
819,LeeHi,7cVZApDoQZpS447nHTsNqu,1,['k-pop'],1498012,leehi
822, B.I,0UntV1Bw2hk3fbRrm9eMP6,0,['k-pop'],646199,b.i
824, G.Soul,0fLesFHNsJpalRtqzSYxnd,0,[],358,g.soul
826, 최현석,7ywGEr53ogVxLibBcb82JV,0,[],909,최현석
828, Tablo,3NdOtTPPaXrCyC7Lpmzyhv,0,"['k-pop', 'k-rap', 'korean r&b']",227765,tablo
830, BOBBY,7ieMQQDR0bdBPz572mtxwS,1,['k-pop'],879008,bobby
832, MINO,3ytV7vc4ZuwGgwaOuWvkk8,0,['k-pop'],1081045,mino
834, 인크레더블,0YhDHW8UkDzlw6ZNJtZZXk,0,[],130,인크레더블
837,DPR IAN,2o8gT0fQmFxGNbowbdgeZe,1,['k-rap'],772089,dpr ian
838, DPR LIVE,0siBQaURCli5wn2lqv8WZg,1,['korean r&b'],935289,dpr live
839, CL,0tzSBCPJZmHTdOA3ZV2mN3,1,['k-pop'],1122400,cl
840,JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,1,['k-pop'],1874446,jeon somi
841,Eric Nam,2FLqlgckDKdmpBrvLAT5BM,1,['k-pop'],2115017,eric nam
843,CHUNG HA,2PSJ6YriU7JsFucxACpU7Y,1,['k-pop'],2084004,chung ha
844,Christopher,3zDRCqOhJXJfS2YWOEwGMC,0,['danish pop'],255888,christopher
847, Colde,3VQDqjQ4wJyw8PzpGdlZpB,0,['korean r&b'],392032,colde
849, Guaynaa,0BqURncJM5B1BBu7UM51eq,0,"['reggaeton', 'reggaeton flow', 'urbano latino']",798926,guaynaa
857,Paul Kim,4qRXrzUmdy3p33lgvJEzdv,0,['korean pop'],239891,paul kim
861, Rich Brian,2IDLDx25HU1nQMKde4n61a,0,['indonesian hip hop'],2157153,rich brian
864, Mommy Son,5xWKWXamxbujIdti9xpnI1,0,['k-rap'],9549,mommy son
866,Grizzly,5Egus6b1x9pYOnqsG7y1f4,0,['korean r&b'],14451,grizzly
869,YESUNG,4hyF8Vtc73RYJr3RgTE2Zf,0,['k-pop'],350216,yesung
874, HALO,295glUeBYb1uqpNrSeYs1d,0,['k-pop boy group'],42707,halo
875,MOMOLAND,5RR0MLwcjc87wjSw2JYdwx,1,"['k-pop', 'k-pop girl group']",3839289,momoland
876, NATTI NATASHA,1GDbiv3spRmZ1XdM1jQbT7,0,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']",9054412,natti natasha
878,DJ SODA,6wcoqJ63l11D2yV9ViqIZA,0,['korean electronic'],68519,dj soda
879, Lost Chameleon,4ct0Lml9CSOcrehSHHJArO,0,[],1565,lost chameleon
881, Ahin of MOMOLAND,4nzWj1u4IslWFr3B5f7HfY,0,[],474,ahin of momoland
883, CHROMANCE,0fEj1fYIQwWj1bzzAto9rp,0,['modern indie pop'],33229,chromance
885, ERIK,1L1VfizWn4DkFt602yD80U,0,['v-pop'],811685,erik
886,SHINee,2hRQKC0gqlZGPrmUKbcchR,1,"['k-pop', 'k-pop boy group']",2964523,shinee
887, Fox Stevenso,3msitL77yg0GifOf5jvd23,0,[],1,fox stevenso
888, Fox Stevenson,2BQWHuvxG4kMYnfghdaCIy,0,"['dancefloor dnb', 'electro house']",212680,fox stevenson
890, ESAI,1mv8s2gObjHHdnlSGVW1pE,0,[],800,esai
892, LUNA,56HZvtrzD82YKMGGJTlIG2,0,['k-pop'],83690,luna
895, Kim Yeon Woo,4vsTrZ8Y7nKqQM0BJQ6Dvd,0,['korean pop'],32345,kim yeon woo
896,WINNER,5DuzBeOgFwViFcv00Q5PFb,1,"['k-pop', 'k-pop boy group']",2502055,winner
897, HOONY,3d3m8vJE5Vr38UTAMWs66v,0,[],97,hoony
899, Yoon,2vnR3mxGF1X2Q8D5ichEWP,0,[],700,yoon
901,MINO,3gc3OYh4QZJzbsi2KNyHFK,0,[],5663,mino
902, TAEHYUN,0ojbIKPNnbwRqKpAJxcIaP,0,[],18384,taehyun
908, Nam Tae Hyun,2LQ4Ay1ClURp2tX1eFJiWh,0,[],2779,nam tae hyun
909,SUPER JUNIOR,6gzXCdfYfFe5XKhPKkYqxV,1,"['k-pop', 'k-pop boy group']",2369370,super junior
910, Reik,0vR2qb8m9WHeZ5ByCbimq2,0,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",8246474,reik
912, Leslie Grace,6BeO1KuAWBqFriL1mLHtNc,0,"['bachata', 'latin viral pop']",1189806,leslie grace
917,TVXQ!,6nVMMEywS5Y4tsHPKx1nIo,1,"['k-pop', 'k-pop boy group']",809088,tvxq!
925,NCT,48eO052eSDcn8aTxiv6QaG,1,"['k-pop', 'k-pop boy group']",5778435,nct
926,NCT U,3paGCCtX1Xr4Gx53mSeZuQ,0,"['k-pop', 'k-pop boy group']",3993953,nct u
927, Wuki,6Se1y4vDcu9fVHLqdj1N3q,0,[],88267,wuki
929,YERI,4xzwjGxzfKglU0cNW4q4l1,0,['k-pop'],321836,yeri
932, BE'O,5NUVwRESNqYBUTRbiATjy7,0,['k-rap'],207567,be'o
934,J.Y. Park,1TTx0YcbKUtJIZY1HEnh9B,1,['classic k-pop'],113444,j.y. park
937, Lena,0EmA3wlv6dnf3Pc9SINsvA,0,[],4978,lena
939, 유빈 of Wonder Girls,1eaKmXYQ1g9M2DPXpnD6sY,0,[],63,유빈 of wonder girls
941, Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,0,['k-pop'],3838840,jackson wang
942,DEAN,3eCd0TZrBPm2n9cDG6yWfF,1,"['k-pop', 'korean r&b']",1331240,dean
943, Rad Museum,6UdKtISMXYKSR8jcgtFePo,0,['korean r&b'],147419,rad museum
944, Mokyo,1kRGgLBLwdQ16TxyfN1YgP,0,['korean r&b'],93480,mokyo
946, SULLI,1OjcBoc71FwlzD5cJGx7xk,0,['k-pop'],260315,sulli
949, Syd,3jk39CGeaaSO3FPKNx1RUx,0,"['alternative r&b', 'lgbtq+ hip hop']",537169,syd
951, Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,0,['korean pop'],543767,yerin baek
956, ZICO,4XpUIb8uuNlIWVKmgKZXC0,1,"['k-pop', 'korean r&b']",1293881,zico
960, Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,0,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2344970,anderson .paak
962, Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,0,"['pop r&b', 'r&b']",798474,eric bellinger
963,PENTAGON,1wKpMkucynaTfG8lyPprYV,1,"['k-pop', 'k-pop boy group']",2123414,pentagon
964, Yuto,3lrs0Ve7aYxPovY3SDjVFd,0,[],214,yuto
965, E,45tZVD9vAd4R6zl9D82kmt,0,[],468,e
966, Hui,4R0tSGcVRQ8ZXPzttU8mHy,0,['korean pop'],31905,hui
967, WOOSEOK,1JVVY2kKddJ0JkDkbEZk4V,0,[],15881,wooseok
968,EXID,1xs6WFotNQSXweo0GXrS0O,1,"['k-pop', 'k-pop girl group']",1506840,exid
969, PINKMOON,55xtxQ2rygRTBGJTYFLweP,0,[],596,pinkmoon
970,KARD,2JhAlkmukNvarUpGhTFXUQ,1,['k-pop'],1747369,kard
971, Alok,0NGAZxHanS9e0iNHpR8f2W,0,"['electro house', 'pop nacional', 'sertanejo universitario', 'slap house']",12128452,alok
973, ASTER,6Jt9U8bJ56jqNdEKdLZ7Yw,0,[],1617,aster
975, JERIDE,0GGPhh2cCGEIQAQbQXBd0c,0,[],197,jeride
977, J.seph,1LCD1ZKF5V4lWQKf5810yx,0,[],467,j.seph
978, Jeon So Min,1J3BfBC9Z9VRIpEUB64Rbw,0,[],639,jeon so min
980, HUR YOUNG JI,0FUmt6iMoB9sJpxZuWkOI5,0,[],987,hur young ji
984, ROSÉ,3eVa5w3URK5duf6eyVDbu9,0,['k-pop'],3915869,rosé
986, Kim Yuna,5jiscb6yxuu9hj4BoW5Wea,0,"['k-indie', 'k-pop', 'k-rock', 'korean pop', 'korean singer-songwriter']",27415,kim yuna
988, Kim Jong Wan of NELL,7ksQJtsXSRSrI5306UwIgH,0,"['korean ost', 'korean pop']",37511,kim jong wan of nell
991,JONGHYUN,5rGgflnIpRNizTCozbYBuY,1,['k-pop'],801662,jonghyun
992, 헤리티지(Heritage),3lTYYNwaDmW0rrsAz5aG8o,0,[],37,헤리티지(heritage)
994, Youngbae,2C1SxKeWmKCAiTqSxvP6BI,0,[],144,youngbae
996, TAEMIN,13rF01aOogvnkuQXOlgTW8,1,['k-pop'],2677268,taemin
997,HyunA,3UwlejyX2b458azZ7eCnHb,1,['k-pop'],2194990,hyuna
998, DAWN,3aB96WIPKUzvJmoctWCrjb,0,['korean r&b'],3747,dawn
1000, DAWN 던,7DxCK6bwfQC3F2ajZ02R2F,0,['k-pop'],208583,dawn 던
1008, Isle Qim,44qnpSp6VbJ48R4YXiv7LW,0,[],30,isle qim
1010, HANHE,2WOhTblwhbLSjWTVn94rQf,0,[],36,hanhe
1014,Gina,0yLJhwFVWO6K7sDah3PUdL,0,[],248,gina
1017, ILHOON,7sJo6hfTWCOyvr4aRbAgeG,0,[],5,ilhoon
1019, Yuk Jidam,3oO2KBxuGdaUP5SikvEWWB,0,[],5459,yuk jidam
1021, Il Hoon Jung,38msH2cFK8ui3GvbWqumqk,0,[],1183,il hoon jung
1023, Ji Dam Yook,0q5mCOaqzgDnmthha6f4W7,0,[],129,ji dam yook
1025, Jung Yeol Kwon,6WymcE59cneCq28juiL850,0,[],44,jung yeol kwon
1027, ELLY,5h0QnpgJxd77A8UXYrcvhy,0,[],321,elly
1029, LE,04JxNGSux7QdmrCvnQowyr,0,[],42,le
1031, Maboos,2uch5GhXkpT561NB95OYBL,0,[],151,maboos
1035, Ri Won,2CkiqYnM6fBO2y13a1FFpO,0,[],7,ri won
1039, Il Hoon Jung of BTOB,4viqH5lDwLHQSeDIZTJCK7,0,[],74,il hoon jung of btob
1043, Ji Yoon Jun,6jNj6Y6sIxigyIX0gmYg35,0,[],14,ji yoon jun
1045, G.NA,3hzcooxMtbApMTvvn6XKVA,1,['k-pop'],174058,g.na
1046, Yong Jun Hyung,4drjiBRSqZoTD67xgZCmNo,0,['korean pop'],50475,yong jun hyung
1055,강동우,3cu8lZj0TEzbvT99tlJ9J6,0,[],7,강동우
1061,2NE1,1l0mKo96Jh9HVYONcRl3Yp,1,"['dance pop', 'k-pop', 'k-pop girl group']",2392750,2ne1
1062, m-flo,4UhiMIdxKqQxmzdE9nYe6O,0,['j-pop'],331726,m-flo
1070, SUMIN,0K4MGKGmjtdIE0W3GkGmyU,0,"['korean city pop', 'korean electropop', 'korean r&b']",56190,sumin
1072, KAI,6iVo62B0bdTknRcrktCmak,0,['k-pop'],1039112,kai
1076, Beenzino,7IrDIIq3j04exsiF3Z7CPg,0,"['k-rap', 'korean r&b']",214276,beenzino
1078, BRYAN CHA$E,21pdFXVgEujpnjqKDCy6BL,0,[],363,bryan cha$e
1080, 토끼,76JVW7YYK3nRTVvRxUalpI,0,[],2,토끼
1082, Shockbit,4aMRtytJy7sCCjvcSnq666,0,[],13,shockbit
1084, TEDDY,2QDHZGfyq70z6T4e4Dr2t0,0,[],197,teddy
1086, KUSH,4OiLGOExR5sXyMtyKccRgY,0,[],643,kush
1090, Lee So Ra,58BWh3yJrluDugLv0QF0eC,0,"['k-pop', 'korean pop', 'korean singer-songwriter']",43666,lee so ra
1092, 尹美萊,7BrydByY8Q9MZjovkvRsCP,0,[],150,尹美萊
1102, Devin Morrison,4AgZVM5339ZoMyg38nYyYW,0,"['indie r&b', 'neo r&b']",28329,devin morrison
1104,Hareem,5WWxAYrskMnRaWLDUbuY20,0,[],3322,hareem
1107, JOY,0sYpJ0nCC8AlDrZFeAA7ub,0,['k-pop'],695104,joy
1112, Joyce Wrice,24Cf1irKt7kcewb9OOkPum,0,['alternative r&b'],166819,joyce wrice
1117, PENOMECO,1MAUqH0haKBYbjpknTfreY,0,"['k-rap', 'korean r&b']",306719,penomeco
1118, punchnello,5enwJ9yOnKlCP91ov4Dqhv,0,"['k-rap', 'korean r&b']",146016,punchnello
1124, CIFIKA,0OK6Xs5X1kHs07y68n65CQ,0,"['k-indie', 'korean electropop']",26206,cifika
1125, Byung Un,6eJNQPPFPPuiLl0K35mptS,0,[],497,byung un
1127, Band Wonderlust,6FCcThPLoyy5q23FUEDYKp,0,[],201,band wonderlust
1135, Han Sang Won,1FvLMWYal74XUTRzfaUAc9,0,[],112,han sang won
1139, Miso,04xEkodoWyFji8icX911jM,0,"['korean electropop', 'korean r&b']",79729,miso
1148,GARY,5myBH2YqzOgyWoTKCsydAi,0,"['korean old school hip hop', 'korean pop']",21787,gary
1149, 태완,6OK3Lf8Ws6A4UdRw3lMNZo,0,[],57,태완
1152, Swings,6F5tPDq3TIduDv2ki6O1Oq,0,['k-rap'],86064,swings
1154, TAKEWON,31jg46rtB7MyrVPXZATmsa,0,"['k-rap', 'korean underground rap']",6394,takewon
1156,vaultboy,0K87f3owemzI8NUCoEIXOB,0,[],164486,vaultboy
1159,Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,0,"['desi pop', 'filmi', 'modern bollywood']",17936953,armaan malik
1161, KSHMR,2wX6xSig4Rig5kZU6ePlWe,0,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'slap house']",1723368,kshmr
1163,Sarah Barrios,0HJsX1aTdgG1VDIRDiseSJ,0,['alt z'],30547,sarah barrios
1166, Naeun,16Jm6AxcL9XKkwOemxmbXc,0,[],562,naeun
1168,Steve James,2rYFy6vVM1YiECVIAHaJBY,0,['pop edm'],35174,steve james
1173,Gallant,7wFDo161xYdeaiLz3KIHoM,0,[],302064,gallant
1176, Raiden,4YXNoMVTHRt01jYaKXTumJ,0,['korean electronic'],68654,raiden
1182, Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,0,"['dance pop', 'pop', 'pop rap']",2506674,timbaland
1186,KOLAJ,0hhL0iOf9ebHlwxWQyeH2w,0,['indie poptimism'],7398,kolaj
1189,WENDY,0FRUZvZNPzM3YJMABJxf2K,0,"['k-pop', 'korean pop']",827651,wendy
1192,Park Boram,6tvrEIVX5eKJlipdzt11wi,0,"['k-pop', 'korean pop']",143197,park boram
1195, JAMIE,2YXlVLKq3X3soXd2aXUtIT,0,['k-pop'],684509,jamie
1197, HOYA,3bGzcepRQ7Zu1J6JDDAq1T,0,[],22605,hoya
1199,HONNE,0Vw76uk7P8yVtTClWyOhac,0,['uk pop'],1507637,honne
1201, BEKA,1ClmHgLorY9RUCIvsTdT7A,0,['uk pop'],15404,beka
1203, Wale,67nwj3Y5sZQLl72VNUHEYE,0,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",4126755,wale
1204,CHANYEOL,6jV25rzTKQ2zMgrqHha1V5,1,['k-pop'],1779602,chanyeol
1209, Blinders,26JVnujQQ3lEML8t9p3X1J,0,"['dutch house', 'louisville underground', 'progressive electro house', 'sky room']",39093,blinders
1218, SEHUN,79R17q4kiPsimHDtdOlN2L,0,[],184818,sehun
1222,Junggigo,6zTIxEXFWjoNu2VXauDITb,0,['korean r&b'],100063,junggigo
1227, Mabel Yuan,3ficuQjD88VCXfTMEGFND8,0,['chinese drama ost'],304,mabel yuan
1229,CHEN,0UEP2XBR9aC5NBKcAKnBIq,1,['k-pop'],1545156,chen
1231,BOL4,4k5fFEYgkWYrYvtOK3zVBl,1,['k-pop'],1740067,bol4
1232, HWANG MIN HYUN,7BwZlhJRHC1oVJr8lTxSLf,0,[],62364,hwang min hyun
1234, BAEKHYUN,4ufh0WuMZh6y4Dmdnklvdl,0,['k-pop'],2580536,baekhyun
1236, WH3N,4MSCkKz4xskCrvx49wOneF,0,[],8501,wh3n
1238, 20 Years of Age,0KaZcu3pEVHfYOnB62eLFp,0,"['k-indie', 'korean pop']",30121,20 years of age
1242, Zior Park,4gkSpcyfxtm5OFoZCYWTeD,0,[],36646,zior park
1244, Rain,5L4EafeXwZ0stGuPtGr5Tz,0,['classic k-pop'],117346,rain
1250, KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,1,['k-pop'],846308,kangdaniel
1254, Dvwn,6WWUJGBY4ETAE22tRmgJ8b,0,['bedroom r&b'],202828,dvwn
1256, JeHwi,269A1U75KOCFyPAiXq4sjT,0,[],11565,jehwi
1265, GSoul,4oEXworvhegyK83rZwVyWL,0,['korean r&b'],213280,gsoul
1267, Fanxy Child,1CBjkH9nDLzLdyjXnwsXyv,0,[],4314,fanxy child
1278, SURAN,1mORehSVEd7lcaT2d7Sl2K,1,"['k-pop', 'korean r&b']",1069174,suran
1280, Babylon,3P16F9giedxmc5238b66bo,0,"['k-rap', 'korean r&b']",31891,babylon
1282, J-Tong,70DqoppP3xK7LgtYiccxfZ,0,[],1105,j-tong
1293,Basick,7pXKdkQsYFCMG2omRxheJ2,0,['k-rap'],42240,basick
1294, Gummy,0hRHbwZ0xSwfVHl4FTv7jq,1,"['k-pop', 'korean pop']",306410,gummy
1297, B-Free,5xHC23kCM6goKp7bDDXE3T,0,['k-rap'],23340,b-free
1308, Sojin,6oqIg9s1R1rEP5VsSqK0mw,0,[],689,sojin
1310, Ja Mezz,1q1Fe4tXiu1Weq4U0uhqPi,0,['k-rap'],25696,ja mezz
1312, Don Mills,6bIsFWNkjQvSm5P4rqlxKn,0,['k-rap'],13809,don mills
1313,HEIZE,5dCvSnVduaFleCnyy98JMo,1,"['k-pop', 'korean pop', 'korean r&b']",1108442,heize
1318, Kim Feel,4EPYWwU4c8eG2GzD7MenUA,0,['korean pop'],98370,kim feel
1320, Ahn Ye Eun,0qQQYIK5Sxnzt72fGyTcvs,0,"['joseon pop', 'korean singer-songwriter']",48030,ahn ye eun
1324, ASH ISLAND,7IEhlwWQA7pCkEvzwwHehE,0,['k-rap'],241263,ash island
1326, Ji Chanel,48iTyl4MallIyN0R89N8u3,0,[],210,ji chanel
1332, GIRIBOY,2MtHuR0W2idZdF7x4wddqq,0,"['k-rap', 'korean r&b']",340161,giriboy
1336, DAVII,7qvsi3nQ5V6Np0MdEpdmoc,0,[],9507,davii
1340, Shin Yong Jae,2frFGmni9tkRgXYdXmzQvR,0,"['korean ost', 'korean pop']",58792,shin yong jae
1342, Han Suji,3QKm0ZXXUBD9Gc3PUo2mor,0,[],5110,han suji
1344, Ko Youngbae,135TOw1jqM2Bolkngy62nS,0,[],382,ko youngbae
1347, dj friz,0js3wKXyi7RL11sfOykRt1,0,['k-pop'],2520,dj friz
1351,Vanilla Acoustic,57xPD2CfuwxN6Ld7rf2iLG,0,"['k-indie', 'korean pop']",62121,vanilla acoustic
1356,VIBE,68ym0sOo7MazZxScbm1wtI,0,['korean pop'],22921,vibe
1363, monokim,448KDzQJZ1p8UkDKtgIzus,0,[],137,monokim
1366,VIXX,5BkB3rXc0qIdUtuEnhbK0A,1,"['k-pop', 'k-pop boy group']",965402,vixx
1367, OKDAL,43qbEc59aqLydrvuWsrNoE,0,"['k-indie', 'korean pop']",33254,okdal
1370,BTOB,2hcsKca6hCfFMwwdbFvenJ,1,"['k-pop', 'k-pop boy group']",1472641,btob
1371,LEE MINHYUK (HUTA),4fgfmrBHIWsUuHxeOPhv61,0,['korean pop'],79184,lee minhyuk (huta)
1372, PENIEL,21EUYgHJLDUeG72eDEmTx4,0,[],33031,peniel
1373, JUNG ILHOON,7McwKT2tZl8LMXUQRH3YDM,0,['k-rap'],47866,jung ilhoon
1375,SEO EUNKWANG,6Uug3azJYNwnLkO82CTTY2,0,['korean pop'],41477,seo eunkwang
1376, LEE CHANGSUB,1rp5HzWaNwgauM5W5YmZ3U,0,['korean talent show'],46324,lee changsub
1377, Lim Hyunsik,0SA2I3s4t7hmv1XVvky9Po,0,['korean singer-songwriter'],45679,lim hyunsik
1378, YOOK SUNGJAE,7mFGOWJEkdlJBCXcJ5EWi9,0,"['korean pop', 'korean r&b']",64449,yook sungjae
1380,LEE MINHYUK (BTOB),6KIjwPp994JQ2LJ8IBvZPc,0,[],648,lee minhyuk (btob)
1388, YOOK SUNGJAE (BTOB),2KbOz7b91wiUpnv34Twd9f,0,[],119,yook sungjae (btob)
1392, Joo,5DKI4lr414kDPDuIU2BDR7,0,[],372,joo
1402, Ha Yeon Su,5mKdz6Mcx2sor5hY9A8Rg4,0,[],18,ha yeon su
1406, YOO SUNGEUN,7M5YdBeK8dsO39SHHvOYy8,0,[],34,yoo sungeun
