,name,id,top_kpop,genre,followers,name_lower
2387, Tae Woo Kim,1b5dXQjWYLpMLY5VXElc8P,0,[],8,tae woo kim
2389, Kim Tae Woo,5OFQZvle7HH55LvauNmUIi,0,['korean pop'],90330,kim tae woo
2391,Trouble Maker,0ztjVBmFk6OuHq6XBBwMI9,0,['k-pop'],192102,trouble maker
2393, RYU HYUNJIN,1q05ZqOVRRBnsbhAB1FDdL,0,[],44,ryu hyunjin
2403, Sanchez (of Phantom),76EfJwRQeOeQ5aMh3FF7z4,0,[],15,sanchez (of phantom)
2407, Sang Chu,7huWrzf0u8uNCNY5yoe0Ko,0,[],20,sang chu
2412, JC Ji IEun,7cdcW3AcUmDFc04gzypFjL,0,[],15,jc ji ieun
2424,2am,5SnaL8SsjGMHQNyqpa8Zos,1,['k-pop'],216756,2am
2425,The Chosen,4zaS9mItqCC5OQpML2VDu2,0,[],12577,the chosen
2426, Siilva,1Ju0lsag81P0VNBByS6R23,0,[],1313,siilva
2428,Secret,503DjcVO5Ku1NgLPhVuNg7,1,"['k-pop', 'k-pop girl group']",196553,secret
2430,MBLAQ,14f1WN9TUDVBK4sHUStmLG,1,"['k-pop', 'k-pop boy group']",296769,mblaq
2431, 혜미,76yPSQzTmeCY5fCsrMFoSw,0,[],2,혜미
2432,JINUSEAN,4WItSECPefckW11qSnZXyv,1,"['classic k-pop', 'k-rap']",28481,jinusean
2433, 장한나,6hIrFuDMvnr5nNGqmwrB3V,0,[],30,장한나
2434,AB6IX,4y0wFJ5jmCUNRLZfsw1I7g,1,"['k-pop', 'k-pop boy group']",539311,ab6ix
2435, Reiley,1nHcGkMVml7a44TVwfrAN8,0,[],13811,reiley
2437,JEON WOONG,7HkRTmxvjlJxL3lEOSxpqN,0,[],47053,jeon woong
2440,KIM DONG HYUN,6NuAIYZptWXWUCAInxX6PU,0,[],31845,kim dong hyun
2443,LEE DAE HWI,5j4ZfrjfKJhMBbDgTFxIwB,0,[],83706,lee dae hwi
2446,LIM YOUNG MIN,7s72t76jrvQLHUiYraBSZ0,0,[],36545,lim young min
2449,PARK WOO JIN,0kS1oLtVdBidgH2aKloRKR,0,['k-pop'],131048,park woo jin
2453, ZENE THE ZILLA,1MMbv4LTpwbh2APtXuwaZN,0,"['k-rap', 'korean hyperpop', 'korean trap', 'korean underground rap']",28528,zene the zilla
2454, ChaMane,2jyURAEr7r2UfWMpFQDOQd,0,['k-rap'],1379,chamane
2456, Damndef,4jFOzswJGUdE6LFx1ZbOjS,0,[],370,damndef
2458, northfacegawd,620Vx5hEMowoa71wXk4bu1,0,"['k-rap', 'korean underground rap']",5887,northfacegawd
2463, Uneducated Kid,08KbKkPqaYNFYM9R5eMjuM,0,['k-rap'],31588,uneducated kid
2466, Hwanhee,4ezpY3tmP9KtaOOnWpDmIp,0,"['korean ost', 'korean pop']",25283,hwanhee
2477,Stormzy,2SrSdSvpminqmStGELCSNd,0,"['grime', 'uk hip hop']",2755703,stormzy
2479, Burna Boy,3wcj11K77LjEY1PkEazffa,0,"['afrobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']",5503433,burna boy
2486, Zoorumpug,4hYxfPWn0RnlwJS2faYvjB,0,['korean city pop'],647,zoorumpug
2518, myunDo,7wqsGqGaU61FzNh62mbWXz,0,['k-rap'],8211,myundo
2521,Crayon Pop,0ODX6aegsZkBmBeMA5qqwi,1,"['k-pop', 'k-pop girl group']",155750,crayon pop
2522, Robin,0vOvj6PPR7vcw2oMCHjW9Z,0,[],2,robin
2524,Kim Jang Hoon,1dXv5kexTtGYeykDWAnTCg,0,[],229,kim jang hoon
2526,Dalshabet,10xsuRNvidaOLxWd3fRIel,1,"['k-pop', 'k-pop girl group']",173823,dalshabet
2527, 정일훈,61EYHe0PuimYflGWAJaptk,0,[],0,정일훈
2529, Bigtone,2UewyNNIcmy697ZLp6us78,0,[],6,bigtone
2531, KOONTA,5T8LKv9A1vEnwMCO4dMo3c,0,['k-rap'],10303,koonta
2532,December,6WiANXryTQJOTCM3z8jENM,1,['korean pop'],9675,december
2533, Lee JinE,3JwZljJCipGfpbftNdQaeX,0,[],43,lee jine
2535, J-Cera,3MhLDkENRwJOmFU5MSeLjZ,0,['korean pop'],2682,j-cera
2536, IRIN,1vttSluVztvILtXVXVeqtu,0,[],3,irin
2537, Yunmi,5cMhtkjEpkxbB3anjR027M,0,[],11,yunmi
2539, Zick Jasper,3xtHMz3z0Km6qXV3yhcfQP,0,[],390,zick jasper
2541, Black Belt,0jiiP0IU9wLNybrIucmB6T,0,[],232,black belt
2545, 이로울,2vArxtLc9TRXTiwfKNX2RK,0,[],2,이로울
2546, 아이린,1KI2jxgNu5JCizqylCSFj5,0,[],5,아이린
2554,EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,1,"['k-pop', 'k-pop girl group']",1780644,everglow
2555,TheFatRat,3OKg7YbOIatODzkRIbLJR4,0,['speedrun'],1627153,thefatrat
2559,F.CUZ,6UrHKmUKaKUnF7WiScbG6G,1,[],32478,f.cuz
2560, hyeon seo park,3ikV9ZwFZz1DDiTc6xbMAW,0,[],437,hyeon seo park
2562, 한겨울,1WLp3CeL7X1Ic7DTu67CCP,0,[],0,한겨울
2563,FTISLAND,6KhH771vq2X2Aom91nNzpZ,1,"['k-pop', 'k-pop boy group', 'k-rock']",464106,ftisland
2564, Yuna,0kBGpEdFPbsrVkFgUQ1RQv,0,['korean ost'],6767,yuna
2571, Sojeong,3tguePgWKGvSKBrRZYs5lP,0,['korean pop'],8437,sojeong
2572, Rothy,0jUn8CXobOt0IixyR72una,0,['korean pop'],190034,rothy
2573, Sion,2dEBKqLtvdFTnPcwpWEw0r,0,[],45921,sion
2574, J.UNA,7oppHhvVWHX7WeGYjEOL6y,0,[],14290,j.una
2584,JUNGKEY,6fTEkjuuZ3hH6fdeBxxbA2,0,"['k-indie', 'korean pop']",32396,jungkey
2586, Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,0,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",892928,sisqo
2588,Kim eun young,49XEW1qNZPAeucXHu8zIeg,0,[],100,kim eun young
2591, P-Type,7ngC61jtmmjDi2vbJRG3yq,0,"['k-rap', 'korean old school hip hop']",8223,p-type
2593, Young Ji,2QbyHFJW5QoKsUYx96SiEy,0,[],40,young ji
2595, Park Yu Chun Of JYJ,6iWOraHWSUnNDVXLPEytfZ,0,[],2,park yu chun of jyj
2599, D-LITE,1OQxmfKN9UG5C7nr4MkasO,0,[],139334,d-lite
2603, Bobby Kim,5s5g2cVTox2dzQE65XOD4z,0,['korean singer-songwriter'],5867,bobby kim
2605, 빅톤,5O0XmPyzOOTKMWEpwpMbJU,0,[],4,빅톤
2606,HELLOVENUS,3TW9U1f93tpGBsEtCSf7JG,1,"['k-pop', 'k-pop girl group']",256772,hellovenus
2610, Park Woo Sang,4b1h7TeHuzi1lOTJswql6f,0,[],17,park woo sang
2612,KINDA BLUE,264XvBSD6pFn1eDvWSWMI8,0,[],4854,kinda blue
2624,220 KID,4Euia7UzdRshy1DJOSMTcs,0,['uk dance'],20910,220 kid
2625, Willim,5bp5XaFz8Py4UFEhQ6FZRk,0,[],1625,willim
2628, MIYAVI,7sBtBCNVRujQhaHDODkfTN,0,['visual kei'],285385,miyavi
2632, ANYUJIN (IVE),3schR1HLbYu3RqqPDiDFrE,0,[],1924,anyujin (ive)
2633, YUNA KIM,5wBTXLKoAsiWsKn3ijyGPo,0,[],87,yuna kim
2637, Chancellor,0u06YeydlBk3awnk5KgdBx,0,['korean r&b'],37425,chancellor
2645,inverness,17aCDXnpzF1XYVe0QrsRvs,0,[],11553,inverness
2646, Anthony Russo,6PFcrRZezCL5p9A0nwb7ki,0,"['chill pop', 'indie pop rap']",74267,anthony russo
2655,KIM HOJOONG,4T9AuhR3YqSqaPgXzPiAuH,1,['trot'],6238,kim hojoong
2656, Park Gabin,4RchfpgrrMpxq0eQv63jqx,0,[],0,park gabin
2658, Lee Sangwon,2cDX5eSW1ia5fwMbqplMbT,0,[],0,lee sangwon
2660, 오현우,1PQQMG99o0K7BBYAwVpTqf,0,[],51,오현우
2661,KIM JAE HWAN,7LdZwtnhfB1GoC9SE9tvyb,1,[],152673,kim jae hwan
2662, HYNN,64jfAecBriamQmMs0WAKtj,0,['korean pop'],33777,hynn
2664,Onestar,6EmgTIhhXGtfAmYYTfdtlz,0,['korean pop'],27372,onestar
2676, Stella Jang,2Y9AUayH5pyZpVfkDYDfJV,0,['korean city pop'],192426,stella jang
2678,M. Monnot,5raaWCPidQVOFLtpM5CCvI,0,[],2,m. monnot
2681,Luigi Boccherini,2l4vGfFV7e46yO8lxfxR76,0,"['classical', 'classical era', 'early music']",102460,luigi boccherini
2684,Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,0,"['classical', 'compositional ambient', 'russian modern classical']",360113,dmitri shostakovich
2694, DINDIN,63cvWayCvPbWYNDi537w0z,0,['korean r&b'],30763,dindin
2699,Monday Kiz,24jJXZRz3aGvjVvZ4OoerD,0,['korean pop'],112961,monday kiz
2705,SONG YUVIN,5bO0Iy0ozHhSelVBOttCyT,0,['korean ost'],14152,song yuvin
2708, Eunha Lee,2hOvcsM1Zu4d9srPgglhat,0,[],4,eunha lee
2710, 트리키,7fCSy7Had5Fs540ilzxV20,0,[],103,트리키
2712,신종욱,3cxWvvIqZGNyWsgmdi0wsf,0,[],7,신종욱
2716,Jang Won Ki,0O8LdVYrZzNAClMUdQhyGA,0,[],15,jang won ki
2718,Lee Hyori,4FjoOJAndC0s9ZJUo6VGc5,1,['classic k-pop'],60465,lee hyori
2719, Lee Sang Soon,2k5qXj4B0cMlBbLJOVQMUJ,0,['korean singer-songwriter'],9902,lee sang soon
2721, LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,0,[],11791,lee chanhyuk
2723,YOON GUN,15dggb3DQ4suwIfBmqb3nm,0,[],2205,yoon gun
2726, 이준기,0Fi1eTFqrg9XXYFPWwx2aw,0,[],264,이준기
2727,Lee Seung Gi,12AUp9oqeJDhNfO6IhQiNi,1,['korean pop'],167135,lee seung gi
2728, Captain Planet,4gUzVXtJJ6UWTWobd18HqJ,0,[],248,captain planet
2730, Han Hyo Joo,5ycLZztc53MN3TlzAsr1Yj,0,[],93,han hyo joo
2731, Ra.D,6zPbaYJp7itQ8p0gPLqf2S,0,['korean pop'],28298,ra.d
2733, Yuna Kim,4wAssbReFLMBLkLCORabCM,0,[],708,yuna kim
2737, Bizniz,1VZmQVn38jR2UG7QSWNoYw,0,['k-rap'],900,bizniz
2738,Lovelyz,3g34PW5oNmDBxMVUTzx2XK,1,"['k-pop', 'k-pop girl group']",437151,lovelyz
2739, Golden Child,5zShiwTHlygdfsXj6eavTu,0,"['k-pop', 'k-pop boy group']",633867,golden child
2740,Mighty Mouth,2akjyFVLS8J29MeknQggyK,1,[],2,mighty mouth
2741, KCM,2cijK40RWU3ouFUnwW8v3K,0,['korean pop'],35601,kcm
2743, Aki,7m8uqplhTME9fSFztWBjNV,0,[],1,aki
2744,NU'EST,1iQfn1B8V25iQoolQakyAZ,1,"['k-pop', 'k-pop boy group']",1008715,nu'est
2745, YOOARA,5iAn0QrNJEo8uYvHPfdYzi,0,[],25,yooara
2747, Yoon Han (Pop Pianist),5bRCVFekTRnptEuJ0ZxTtf,0,[],4,yoon han (pop pianist)
2749,Orange Caramel,2QHTtUsN6Q13w3QHdfRqsK,0,"['k-pop', 'k-pop girl group']",310123,orange caramel
2752,HYOJUNG,6seuyGQ3Fq56sS06YVPsOk,0,[],2309,hyojung
2753, YooA,4ur1jCwyNlhgd0viJkOtcQ,0,[],91613,yooa
2754, Jiho,5k4usYTOytsTDumir9NDEb,0,[],202,jiho
2756, Keanu Silva,1zLMhO4zzzxt5PMV4wMS3y,0,['future house'],39163,keanu silva
2757, Mougleta,4gmndqcVVyxmzgOunTiuAD,0,[],6325,mougleta
2761,Haha,3lY2yvsj2BSiYSA8PcPGqF,0,[],13787,haha
2763, M.TySON,4t7tfZEW6bMW5LVX06JwMx,0,[],49,m.tyson
2765,SKULL,7qKWQnE3S7v8m3rLwMVdGg,0,[],2671,skull
2766, Tarin,4UEKXXZ65FBcAJPVerQjtO,0,"['k-indie', 'korean pop']",7132,tarin
2768,King Kong,6kDCaFSkqskhFf9agShfSY,0,['old school dancehall'],7320,king kong
2769, Nuol,0ZYQRDQ7V5rIbzg565VHAh,0,['k-rap'],3235,nuol
2770, Satbyoel,5oKvwuq4kKQZrYgFw2gWFh,0,[],4,satbyoel
2772,Kingston Rudieska,78Je3yBmtLZlk0Uf8R5bWw,0,['korean indie rock'],6038,kingston rudieska
2773, Yeo-Eun (MelodyDay),2oG0hcbCfRofbtKnuS1fWF,0,[],27,yeo-eun (melodyday)
2775, Kim MinSeok,3CHn74oCO6xiThDGQcDMeA,0,['korean pop'],26303,kim minseok
2779, Sai Sai Kham Leng,7yVauL0WNAnLDBz8SF8JXa,0,['burmese pop'],20991,sai sai kham leng
2783, Sandara Park,3LKVw6XQYcot0OZMFmf4IP,0,[],29795,sandara park
2800, Bernard Park,53Yqe3arWNbYQCw4kk1Qmv,0,[],11049,bernard park
2805, Lee Jin Ah,4SzO3ea2qcjg1uLyNJAWnM,0,"['k-indie', 'korean r&b', 'korean singer-songwriter']",39674,lee jin ah
2807,Kenji Bunch,44DPjVo7zPKN3Ejvx34xhR,0,['american 21st century classical'],691,kenji bunch
2809, Ahn Trio,30pbA4VKv3CuflgeJ8Diq0,0,['classical piano trio'],2285,ahn trio
2810,RAINBOW,7xDyxRXgFgOZhdtLtkYR1y,1,['k-pop girl group'],24101,rainbow
2811,Gbabson,70r4aIjcz5L3w0eVQXuDrY,0,[],62,gbabson
2812, Dotairs,5G2JpnSKByAUJJltANwwyc,0,[],0,dotairs
2814,SEO IN YOUNG,6UaKk8mT8NH0BuUTFIhxN7,1,['korean pop'],1573,seo in young
2815, 이건,3CeAc3273SCbu4WQHeCorc,0,[],9,이건
2821, Kanto,1Pr77yszl1ikj6k9sy4Cju,0,['k-rap'],10477,kanto
2827, Remix,3K4oXctZt90sjH2u6zLXYe,0,[],3,remix
2829, Crown J,14D73AR7J5qqIzJwplkcda,0,['koligeet'],45408,crown j
2830,Spica,5lvNsrcLos9vZpLQCJk4YK,1,"['k-pop', 'k-pop girl group']",89807,spica
2831,Spott,0gQWoLdyMfjBGGITOMhTh8,0,[],430,spott
2839, KaiKai Kim,75hyzstWgEHVhzaYda0gou,0,[],0,kaikai kim
2849,THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,1,"['k-pop', 'k-pop boy group']",2479199,the boyz
2852,Untouchable,2HDRkPTO5A59sFcC2ROGbw,1,['k-rap'],7477,untouchable
2853, Outlaw,3NPCPm4joO9YgPf8jXPSF3,0,[],0,outlaw
2857, Vasco,3z6WtIVxUiLNKDrUchJGrX,0,['danish electropop'],748,vasco
2860, Mayson The Soul,6cbHT70yhbyGwTQKJOH2iY,0,[],1107,mayson the soul
2864, Do Hee,6amUcIkH1FzHNdazkXPJfu,0,[],1,do hee
2866, Andrew Choi,7JBaynR7JFeniONqbnn1U4,0,[],252,andrew choi
2868, Hwayoung,79bfJJgSFky7U35QruEWMV,0,[],8,hwayoung
2870, 이현,5Lz362V3wxefNeMeCFeVMm,0,[],0,이현
2874, NARSHA,1OWVHV30ai3o8cgOTBVd72,0,[],13682,narsha
2876, HWAYOUNG,4zVPLQ7lxEfEb3YTkymd7L,0,[],1,hwayoung
2878, Hwayoung,11yBes7jdmXosQVHbbR8Py,0,[],0,hwayoung
2880, 김화영,1pEirsoHYEMB0rxhzNkXeU,0,[],0,김화영
2882, Jun Hyo Seong,73RRzEpK7IQexOhC0CuTRZ,0,['k-pop'],86578,jun hyo seong
2883, Han sun hwa,3zfGhm4kLXQ8o4xJewVGO5,0,[],0,han sun hwa
2885, Park Hwayobi,5oihNt5Zntgh1XIsDqOGq5,0,"['korean pop', 'korean singer-songwriter']",15980,park hwayobi
